../../../dataset-high-precision-callgraphs/full_callgraphs_set/url4e79c36700_JacenLakiir_Tivoo_tgz-pJ8-MainJ8,0.4015,0.391
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url2b521cbda7_eobermuhlner_jhuge_tgz-pJ8-ch_obermuhlner_jhuge_example_MeasureHeapJ8,0.7975,0.7123
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url2d0aeba8a7_kobantser_Calculator_tgz-pJ8-com_teamdev_students_calculator_impl_StateMachineCalculatorJ8,0.6603,0.5728
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url088e9d87be_jpush_jpush_java_library_tgz-pJ8-cn_jpush_example_JPushClientExampleJ8,0.6835,0.4139
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url2b9f720f64_jfimbett_QBnB_tgz-pJ8-tests_TestJ8,0.8528,1.0
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url433bec1e56_sarobe_DifficultyInvestigation_tgz-pJ8-fr_inria_optimization_cmaes_examples_CMAExample1J8,0.6497,0.9964
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url027b37a4db_ctriposs_bigmap_tgz-pJ8-com_ctriposs_bigmap_LimitTestJ8,0.4981,0.5783
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url3010dbde70_nbartlett_Sequence_Memoizer_tgz-pJ8-edu_columbia_stat_wood_pub_sequencememoizer_IntSequenceMemoizerJ8,0.7612,0.9917
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8,0.2836,0.6129
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url47087446e9_kellrott_SparqlScape_tgz-pJ8-org_json_TestJ8,0.8693,0.9779
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url400631cdd0_ludaiqian_appliedxml_tgz-pJ8-test_simples_TestJ8,0.8077,0.3962
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url24d793285d_auzll_gengweibo_tgz-pJ8-org_json_TestJ8,0.7373,0.9805
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url47e6aca666_pocorall_automaton_tgz-pJ8-net_pocorall_automaton_DatatypesJ8,0.3231,0.8539
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url47ebb27197_asirbu_CorrectiveEvolution_tgz-pJ8-eu_fbk_soa_evolution_engine_impl_test_ProblemToSMVFuncTestJ8,0.95,0.0793
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url0980c8326f_TobiasScharnowski_Chess_tgz-pJ8-chess_StartJ8,0.8693,0.9882
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8,0.6217,0.7994
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url458e40ff41_mmacfadden_java_baldwin_ga_tgz-pJ8-edu_sdsu_cs652_si_baldwin_SimulationEngineJ8,0.806,0.2173
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url36deadcd05_SCass1986_spawncamping_cyril_tgz-pJ8-org_stephen_hashmap_MainJ8,0.5403,0.3392
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url27a7ae3508_serkan_ozal_ocean_of_memories_tgz-pJ8-com_zeroturnaround_rebellabs_oceanofmemories_article1_objectlayout_ObjectMemoryLayoutDemoJ8,0.4183,0.7989
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url4df616fce9_s3e0n1g1_prototype3_tgz-pJ8-Trading_Engine_MainJ8,0.25,0.0089
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url0f7f8f6435_TimmiTBy_Epam_tgz-pJ8-com_epam_electricalappliance_RunnerJ8,0.4986,0.8878
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url27db8982cd_leohinterlang_argFace_tgz-pJ8-com_fidelis_argface_ArgSampleJ8,0.7428,0.8536
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url0d084b4168_zhourui392_BaiduPicDown_tgz-pJ8-org_json_TestJ8,0.866,0.9779
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url1a41b8e9f2_mr1azl_INF345_tgz-pJ8-TestParserJ8,0.3032,0.5941
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url0e7d57473a_kyorohiro_HetimaUtil_tgz-pJ8-net_hetimatan_net_http_HttpServer3xxJ8,0.7031,0.3169
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url3ee04818e8_abliss_poker_tgz-pJ8-TestJ8,0.6376,0.7684
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8,0.7036,0.8405
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url054c08669f_jules2689_CSI4124_tgz-pJ8-SMThemeParkExperi3J8,0.741,0.9741
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url3472127e1f_SergeyKrivohatskiy_tiny_database_tgz-pJ8-ru_spbau_tinydb_bufferManager_IndexTestJ8,0.5666,0.676
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url147ce07ebe_JoshuaKissoon_Kademlia_tgz-pJ8-kademlia_simulations_RoutingTableStateTestingJ8,0.8095,0.0485
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url1d5e9d990f_Telsis_jOCP_tgz-pJ8-com_telsis_jocp_sampleApp_BasicOCPAppJ8,0.5236,0.6379
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url21b471891f_Agetac_Model_tgz-pJ8-org_json_TestJ8,0.8637,0.9797
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url2e4fca7217_mark_lacdao_RPGClient_tgz-pJ8-org_nerv_rpgclient_MainJ8,0.5191,0.9744
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url270fc4f5ee_ykcilborw_Joust_tgz-pJ8-fri_patterns_interpreter_parsergenerator_examples_HowToOverrideLexerImplJ8,0.9286,0.1201
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url063b9533f6_karlney_tetris_ai_tgz-pJ8-karlney_tetris_cmd_TetrisGameRunnerJ8,0.6838,0.4806
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url2f44efcfa6_wangyudong_sohutw_java_sdk_2_0_tgz-pJ8-com_sohu_t_api_sdk_json_TestJ8,0.7373,0.9805
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url28f181064f_simonjupp_java_skos_api_tgz-pJ8-example_CreateSKOSExampleJ8,0.5429,0.0497
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url0067cdd33d_goldolphin_Mi_tgz-pJ8-mi_regex_CommonJ8,0.679,0.9343
../../../dataset-high-precision-callgraphs/full_callgraphs_set/url28dfd00382_byang223_TurnBAPI_tgz-pJ8-units_upgrades_UpgradeTestJ8,0.7734,0.9875
