PER_PROGRAM_BASELINE
Benchmark,Precision,Recall
0.29573067085292015,0.5358,0.8275,0.6504
0.2957335507445858,0.5358,0.8275,0.6504
0.29576628620829876,0.5358,0.8275,0.6504
0.29583021261964604,0.5358,0.8275,0.6505
0.2958420701369296,0.5359,0.8275,0.6505
0.29587484356737215,0.5359,0.8275,0.6505
0.2958992702946858,0.536,0.8275,0.6506
0.2959586958668135,0.536,0.8275,0.6506
0.2959607751468752,0.5361,0.8275,0.6506
0.29597319865278515,0.5361,0.8275,0.6506
0.29602307344720985,0.5361,0.8275,0.6507
0.29604948941849346,0.5362,0.8275,0.6507
0.29607077503863494,0.5362,0.8275,0.6508
0.29607626387229713,0.5363,0.8275,0.6508
0.2960907567578363,0.5363,0.8275,0.6508
0.296096483769202,0.5363,0.8275,0.6508
0.29610335230361373,0.5364,0.8275,0.6509
0.29611780633823015,0.5364,0.8275,0.6509
0.29622557445607484,0.5365,0.8275,0.6509
0.29624167279270935,0.5365,0.8275,0.6509
0.29632404463684914,0.5365,0.8275,0.651
0.2963298107215333,0.5367,0.8275,0.6511
0.296352947277631,0.5368,0.8275,0.6511
0.29648394972132947,0.5368,0.8274,0.6512
0.2966151005981473,0.5368,0.8274,0.6512
0.29662189208521517,0.5369,0.8274,0.6512
0.2966465337757287,0.5369,0.8274,0.6512
0.2966617515930911,0.5371,0.8274,0.6513
0.29669151967362317,0.5371,0.8274,0.6514
0.2966937898933608,0.5371,0.8274,0.6514
0.2967194719498177,0.5372,0.8273,0.6514
0.29678684299524183,0.5372,0.8273,0.6514
0.2967914387596338,0.5373,0.8273,0.6515
0.2968097178979833,0.5373,0.8273,0.6515
0.2968102806601777,0.5373,0.8273,0.6515
0.29689570342220456,0.5374,0.8273,0.6516
0.2969205596683027,0.5374,0.8273,0.6516
0.2969575199394521,0.5374,0.8273,0.6516
0.2969835757211369,0.5375,0.8273,0.6516
0.29706917085574863,0.5376,0.8271,0.6516
0.2970778424255653,0.5376,0.8271,0.6517
0.2971836427894283,0.5376,0.8271,0.6516
0.297183764534412,0.5376,0.8271,0.6517
0.2972534974023228,0.5377,0.8271,0.6517
0.2972765696436772,0.5377,0.8271,0.6517
0.29733066278476555,0.5377,0.8271,0.6517
0.2973666228474114,0.5378,0.8271,0.6518
0.29742147695613635,0.5378,0.8271,0.6518
0.29742542061552435,0.5378,0.8271,0.6518
0.2980430281355918,0.5379,0.8266,0.6517
0.2980561765517525,0.5379,0.8266,0.6517
0.29806213126671327,0.5379,0.8266,0.6517
0.2980686010488689,0.538,0.8266,0.6517
0.29807323273215275,0.538,0.8266,0.6518
0.29821935443263536,0.538,0.8265,0.6517
0.2982417976813375,0.538,0.8265,0.6518
0.29827648261196715,0.5381,0.8265,0.6518
0.29834937534559525,0.5381,0.8265,0.6518
0.2983698171665693,0.5381,0.8265,0.6518
0.29844701395874074,0.5382,0.8265,0.6519
0.2984611941831347,0.5382,0.8265,0.6519
0.29848724832674856,0.5382,0.8265,0.6519
0.29856070026254905,0.5383,0.8263,0.6519
0.29860216209379337,0.5383,0.8263,0.6519
0.29864141386586407,0.5384,0.8263,0.652
0.2986453142025313,0.5384,0.8263,0.652
0.2986638703433521,0.5384,0.8262,0.6519
0.298673187620146,0.5384,0.8262,0.652
0.2987191271323738,0.5384,0.8262,0.652
0.2988074920189744,0.5385,0.8262,0.652
0.2988863952616565,0.5385,0.8262,0.652
0.2988989832482007,0.5385,0.8262,0.652
0.2989122645325917,0.5385,0.8262,0.6521
0.2989340955714331,0.5386,0.8262,0.6521
0.298964911172538,0.5388,0.8262,0.6523
0.2989763180997824,0.5389,0.8262,0.6523
0.29898371352185926,0.5389,0.8261,0.6523
0.2990709451207611,0.5389,0.8261,0.6523
0.2991908054257282,0.5389,0.8261,0.6523
0.2992159282380506,0.539,0.8261,0.6523
0.2992250541983845,0.539,0.8261,0.6523
0.29923710247313967,0.539,0.8261,0.6524
0.29927666949839105,0.539,0.8261,0.6524
0.2993316946632041,0.5391,0.8261,0.6524
0.29937987345049394,0.5391,0.8261,0.6524
0.29939144995653044,0.5391,0.8261,0.6524
0.2994013706749405,0.5392,0.8261,0.6525
0.2994597666139812,0.5392,0.826,0.6525
0.29952754692713957,0.5392,0.8259,0.6524
0.29953453074190456,0.5392,0.8259,0.6525
0.2995589699836305,0.5392,0.8259,0.6525
0.29959369004141434,0.5392,0.8259,0.6525
0.29963743179749197,0.5393,0.8259,0.6525
0.29967955998605833,0.5393,0.8259,0.6525
0.2997008886719618,0.5393,0.8259,0.6525
0.29970370215060627,0.5394,0.8259,0.6526
0.29974200377197385,0.5394,0.8259,0.6526
0.299805534807836,0.5394,0.8259,0.6526
0.2998253746511514,0.5395,0.8259,0.6527
0.29995264021943835,0.5396,0.8259,0.6527
0.299970435216471,0.5396,0.8259,0.6527
0.2999996032236443,0.5397,0.8259,0.6528
0.3000015045094672,0.5397,0.8259,0.6528
0.3000516242729327,0.5397,0.8259,0.6528
0.30006796835066335,0.5397,0.8259,0.6528
0.30007760969943326,0.5398,0.8259,0.6528
0.3001594715276672,0.5398,0.8259,0.6529
0.30017017977498056,0.5398,0.8259,0.6529
0.3001797953293279,0.5399,0.8259,0.6529
0.3001879422311183,0.5399,0.8258,0.6529
0.300209519853621,0.5399,0.8258,0.6529
0.30023361053338565,0.5399,0.8258,0.6529
0.30028406772945465,0.54,0.8258,0.653
0.3003099363117303,0.54,0.8258,0.653
0.30033551118723445,0.54,0.8258,0.653
0.30044543715023675,0.54,0.8258,0.653
0.3006175764202812,0.5401,0.8257,0.653
0.30063618629686384,0.5401,0.8257,0.653
0.300691281694437,0.5401,0.8257,0.6531
0.3008287204241788,0.5402,0.8257,0.6531
0.3008636971107692,0.5402,0.8257,0.6531
0.30090250931896495,0.5402,0.8257,0.6531
0.3009100717276149,0.5403,0.8257,0.6531
0.30091057373678615,0.5403,0.8256,0.6531
0.30092070337131893,0.5403,0.8256,0.6531
0.3009234157565816,0.5403,0.8256,0.6532
0.30092680905707053,0.5404,0.8256,0.6532
0.3009479438340603,0.5404,0.8256,0.6532
0.30100053656003034,0.5404,0.8256,0.6533
0.30105236805228486,0.5405,0.8256,0.6533
0.3010527877068271,0.5405,0.8256,0.6533
0.30113408184327434,0.5405,0.8256,0.6533
0.30114343427550894,0.5406,0.8256,0.6534
0.30114826818650453,0.5406,0.8256,0.6534
0.30140620943124025,0.5406,0.8254,0.6533
0.30143819917102915,0.5406,0.8251,0.6532
0.30147459264036786,0.5407,0.8251,0.6533
0.3015068007484337,0.5407,0.8251,0.6533
0.30150946761565756,0.5407,0.8251,0.6533
0.3015845757214217,0.5408,0.8251,0.6533
0.3016100410440521,0.5408,0.8251,0.6533
0.3016247237632303,0.5409,0.8251,0.6534
0.30163031647921634,0.5409,0.8251,0.6534
0.3016446604834468,0.5409,0.8251,0.6535
0.30167274466995947,0.541,0.8251,0.6535
0.30169416233104807,0.541,0.8251,0.6535
0.3017399110391882,0.541,0.8251,0.6535
0.3017871187843327,0.5411,0.8251,0.6535
0.3018521434243478,0.5411,0.8251,0.6536
0.3018861937967364,0.5411,0.8251,0.6536
0.3020563847472415,0.5412,0.8246,0.6535
0.3020652227116065,0.5412,0.8246,0.6535
0.30208597258644987,0.5412,0.8246,0.6535
0.30214482946766547,0.5412,0.8246,0.6535
0.3026972228548081,0.5412,0.8241,0.6534
0.3027084502687398,0.5413,0.8241,0.6534
0.3027617695636933,0.5413,0.8241,0.6534
0.30278386491884174,0.5414,0.8241,0.6535
0.30279069762105587,0.5414,0.8241,0.6535
0.30279756062981805,0.5415,0.8241,0.6535
0.3029372335949281,0.5415,0.8241,0.6536
0.30298560112651596,0.5416,0.8241,0.6536
0.30299714608357836,0.5416,0.8241,0.6536
0.30306587872009255,0.5416,0.8241,0.6536
0.3030887064055396,0.5416,0.8241,0.6536
0.3030993980758815,0.5416,0.8241,0.6537
0.3031531975822617,0.5417,0.8241,0.6537
0.30320669435170516,0.5417,0.8241,0.6537
0.3033076367898905,0.5418,0.8241,0.6537
0.3033339005809161,0.5418,0.8241,0.6537
0.3033483627395698,0.5418,0.8241,0.6538
0.3033655924702542,0.542,0.8241,0.6539
0.3033760913348954,0.542,0.8241,0.6539
0.3034043987818443,0.542,0.8241,0.6539
0.3034086041956438,0.5421,0.8241,0.654
0.30341161924968857,0.5421,0.8241,0.654
0.30345091389853684,0.5421,0.8241,0.654
0.3034551983965104,0.5421,0.8241,0.654
0.3036482401519364,0.5421,0.8237,0.6539
0.30366793413225124,0.5422,0.8237,0.6539
0.30368381198945466,0.5422,0.8237,0.6539
0.30371596822766384,0.5422,0.8237,0.6539
0.3038958436594693,0.5422,0.8236,0.6539
0.30389882704625326,0.5422,0.8236,0.6539
0.3039191056226126,0.5422,0.8236,0.6539
0.30395558854346255,0.5423,0.8236,0.6539
0.3039761651209837,0.5423,0.8236,0.6539
0.304060070423198,0.5423,0.8235,0.6539
0.3040613878669535,0.5423,0.8235,0.654
0.30413783571522984,0.5423,0.8235,0.654
0.3041798338233897,0.5424,0.8235,0.6541
0.3042297698149933,0.5424,0.8235,0.6541
0.3042463338425452,0.5425,0.8235,0.6541
0.30427830298105885,0.5425,0.8235,0.6541
0.304302979692375,0.5425,0.8235,0.6541
0.3043382479917141,0.5426,0.8234,0.6541
0.3043614073704067,0.5426,0.8234,0.6541
0.3044869778089475,0.5426,0.8234,0.6542
0.30450376803204704,0.5427,0.8234,0.6542
0.30452167282622844,0.5427,0.8234,0.6542
0.30452812769949067,0.5427,0.8234,0.6542
0.3045409157091683,0.5427,0.8234,0.6542
0.3046051556599623,0.5428,0.8234,0.6543
0.30471248934855294,0.5429,0.8233,0.6543
0.30472504737087425,0.5429,0.8233,0.6543
0.3048899517519233,0.5429,0.8232,0.6543
0.3049150763323341,0.543,0.8232,0.6543
0.30492761011017777,0.5431,0.8232,0.6544
0.3049446741274956,0.5431,0.8232,0.6545
0.30496349766486025,0.5432,0.8232,0.6545
0.3049952956569157,0.5432,0.8232,0.6545
0.3050301963577098,0.5432,0.8232,0.6545
0.3051222175001135,0.5433,0.8232,0.6546
0.3051583875388022,0.5433,0.8231,0.6545
0.30516249235094595,0.5434,0.8231,0.6546
0.3051642565963765,0.5434,0.8231,0.6546
0.3052777116561879,0.5434,0.823,0.6546
0.30528905138282647,0.5434,0.823,0.6546
0.3053117531511131,0.5434,0.823,0.6546
0.30539696287925233,0.5435,0.8229,0.6547
0.3054110045700911,0.5435,0.8229,0.6547
0.3054115811083225,0.5436,0.8229,0.6547
0.3054246865712754,0.5437,0.8229,0.6548
0.3054306486450249,0.5438,0.8229,0.6548
0.30552426271158256,0.5438,0.8229,0.6549
0.30555852837186737,0.5439,0.8229,0.6549
0.3055653752297526,0.5439,0.8229,0.6549
0.30556750831872503,0.544,0.8229,0.655
0.30564367222943606,0.544,0.8229,0.655
0.3056634285931946,0.5441,0.8229,0.6551
0.30568328185788757,0.5441,0.8229,0.6551
0.30569273834881655,0.5441,0.8229,0.6551
0.305748180878409,0.5441,0.8228,0.6551
0.30582227657641486,0.5442,0.8228,0.6551
0.305874606658264,0.5442,0.8227,0.6551
0.305888527281542,0.5442,0.8227,0.6551
0.3059272947344878,0.5442,0.8227,0.6551
0.3059813570926433,0.5443,0.8227,0.6551
0.3060407612308105,0.5443,0.8227,0.6551
0.3060475786024522,0.5443,0.8227,0.6552
0.3060615757681988,0.5443,0.8227,0.6552
0.3060643745692453,0.5443,0.8227,0.6552
0.30608729053359957,0.5444,0.8227,0.6552
0.3061041146406097,0.5444,0.8227,0.6552
0.30613357263083224,0.5444,0.8227,0.6552
0.30614293486459954,0.5444,0.8227,0.6553
0.30618460709815265,0.5445,0.8227,0.6553
0.30621568057925536,0.5445,0.8227,0.6553
0.30622257499099775,0.5445,0.8226,0.6553
0.3062253856046914,0.5446,0.8226,0.6553
0.306251372478926,0.5446,0.8226,0.6554
0.306333834407626,0.5446,0.8226,0.6554
0.30633959404414013,0.5447,0.8226,0.6554
0.3064025510892927,0.5447,0.8226,0.6554
0.3064167131220711,0.5447,0.8226,0.6554
0.3064370944829266,0.5447,0.8226,0.6554
0.3065300408480436,0.5447,0.8225,0.6554
0.30657098162293134,0.5448,0.8225,0.6554
0.3066245018555425,0.5448,0.8224,0.6554
0.306624951889761,0.5448,0.8224,0.6554
0.30672922263057484,0.5448,0.8224,0.6554
0.30674316512032035,0.5448,0.8224,0.6554
0.30677999721885224,0.5448,0.8224,0.6554
0.30682542032805277,0.5448,0.8224,0.6554
0.3068268236339273,0.5448,0.8224,0.6555
0.3068469439241326,0.5449,0.8224,0.6555
0.3068668687458162,0.545,0.8224,0.6555
0.3068740522903438,0.545,0.8224,0.6555
0.30692956587513975,0.545,0.8224,0.6556
0.30694524206115265,0.545,0.8224,0.6556
0.3069793894279133,0.545,0.8224,0.6556
0.3070006663124176,0.545,0.8224,0.6556
0.30701049443936235,0.5451,0.8224,0.6556
0.3070123142260279,0.5451,0.8224,0.6556
0.30705510497955796,0.5451,0.8224,0.6556
0.3071207029085252,0.5451,0.8224,0.6556
0.30716040052377613,0.5452,0.8223,0.6556
0.3071689650173378,0.5452,0.8223,0.6557
0.30717223995180226,0.5452,0.8223,0.6557
0.30719418553826283,0.5453,0.8222,0.6557
0.3072718640570811,0.5453,0.822,0.6556
0.3072898826744037,0.5453,0.822,0.6557
0.30730219709897694,0.5453,0.822,0.6557
0.30734546658101397,0.5454,0.822,0.6557
0.3073589918125684,0.5454,0.822,0.6557
0.30736955312555153,0.5454,0.822,0.6558
0.30737119082040626,0.5455,0.822,0.6558
0.3073862977568824,0.5455,0.822,0.6558
0.30739740172438185,0.5455,0.822,0.6558
0.3075333613476771,0.5455,0.822,0.6558
0.30755863785886267,0.5455,0.822,0.6558
0.30764305343618115,0.5456,0.8219,0.6558
0.3076834181903684,0.5456,0.8219,0.6558
0.307697404931808,0.5456,0.8219,0.6559
0.30774620590638535,0.5456,0.8219,0.6559
0.3078604308542892,0.5456,0.8218,0.6558
0.30788592974005413,0.5457,0.8218,0.6558
0.3078975971310481,0.5457,0.8218,0.6559
0.30792961795837104,0.5458,0.8218,0.6559
0.30793167416106465,0.5458,0.8218,0.6559
0.30793647545444003,0.5458,0.8218,0.6559
0.30794735815579055,0.5458,0.8218,0.656
0.3080124042291236,0.5458,0.8218,0.656
0.308016847246399,0.5459,0.8218,0.656
0.30804292346134887,0.5459,0.8218,0.656
0.30807284710256305,0.5459,0.8218,0.656
0.30807466141191314,0.5459,0.8218,0.656
0.3080823537505531,0.546,0.8218,0.6561
0.30816370262432136,0.546,0.8218,0.6561
0.3081760952520082,0.5461,0.8218,0.6561
0.30820862164148666,0.5461,0.8218,0.6561
0.308237457894115,0.5461,0.8218,0.6561
0.30827197173068055,0.5461,0.8217,0.6561
0.30838048632256493,0.5461,0.8216,0.6561
0.3084066121800954,0.5462,0.8216,0.6562
0.308423476013403,0.5462,0.8216,0.6562
0.30843952441702,0.5463,0.8216,0.6562
0.3085685259672658,0.5463,0.8216,0.6563
0.3085916944509651,0.5463,0.8216,0.6563
0.3085989322654662,0.5463,0.8216,0.6563
0.3086003264390135,0.5465,0.8216,0.6564
0.30861646404950727,0.5465,0.8216,0.6564
0.30866110443979144,0.5465,0.8216,0.6564
0.30866556802257544,0.5465,0.8215,0.6564
0.30868352890969736,0.5466,0.8215,0.6564
0.30869353184453424,0.5466,0.8215,0.6564
0.30869776915094227,0.5466,0.8215,0.6564
0.3089068313671317,0.5466,0.8209,0.6563
0.3089072908449042,0.5466,0.8209,0.6563
0.3089192012288392,0.5467,0.8209,0.6563
0.3089304875555292,0.5467,0.8209,0.6563
0.3089535365626467,0.5468,0.8209,0.6563
0.3089583158130349,0.5468,0.8209,0.6564
0.3089763180186672,0.5468,0.8209,0.6564
0.3089994321010549,0.5468,0.8209,0.6564
0.30902686093581866,0.5468,0.8209,0.6564
0.30911199764774167,0.5468,0.8209,0.6564
0.3091228724465866,0.5469,0.8209,0.6564
0.30912754084146155,0.5469,0.8209,0.6564
0.30923070661343927,0.5469,0.8209,0.6565
0.3092421682721694,0.5469,0.8209,0.6565
0.3092639418037188,0.547,0.8209,0.6565
0.3093036138082105,0.5471,0.8209,0.6566
0.3093346457399784,0.5471,0.8209,0.6566
0.3093355959507077,0.5471,0.8209,0.6566
0.3093521074896043,0.5472,0.8208,0.6566
0.30948587774880737,0.5472,0.8208,0.6566
0.3095054287020475,0.5472,0.8208,0.6566
0.30951893971325234,0.5472,0.8208,0.6566
0.30952357629436233,0.5472,0.8208,0.6567
0.3095264433695186,0.5473,0.8208,0.6567
0.3095415099672631,0.5473,0.8208,0.6567
0.3095534592966912,0.5473,0.8208,0.6567
0.309561571179731,0.5473,0.8208,0.6567
0.3095638502253967,0.5474,0.8208,0.6568
0.3095778074778069,0.5474,0.8208,0.6568
0.3096101017285959,0.5475,0.8208,0.6568
0.309638056238892,0.5475,0.8208,0.6568
0.30963996731166676,0.5475,0.8208,0.6569
0.3096400232983048,0.5475,0.8208,0.6569
0.30970976559956803,0.5476,0.8208,0.6569
0.3097688803826812,0.5476,0.8208,0.6569
0.3097878799055953,0.5476,0.8208,0.6569
0.3097959562493151,0.5476,0.8208,0.6569
0.3098012067956989,0.5477,0.8208,0.657
0.3098025816532919,0.5477,0.8208,0.657
0.30985169990732864,0.5477,0.8207,0.657
0.3098611685322238,0.5478,0.8207,0.657
0.3098899856464729,0.5478,0.8207,0.657
0.3099382853034031,0.5478,0.8207,0.6571
0.3099663206865477,0.5478,0.8207,0.657
0.31001408569879807,0.5478,0.8207,0.6571
0.3100446347194932,0.5479,0.8207,0.6571
0.3100502999840873,0.5479,0.8207,0.6571
0.310058129557262,0.5479,0.8206,0.6571
0.31006090273215364,0.5479,0.8206,0.6571
0.3100717013282496,0.548,0.8206,0.6572
0.3100725924285693,0.548,0.8206,0.6572
0.310096004593133,0.548,0.8201,0.657
0.31010726045368403,0.548,0.8201,0.657
0.3101165724869701,0.5481,0.8201,0.657
0.31013231290714616,0.5481,0.82,0.657
0.3101420341479003,0.5481,0.8199,0.657
0.31014866171155175,0.5482,0.8199,0.657
0.3101486947862214,0.5482,0.8199,0.657
0.31018116123854234,0.5482,0.8198,0.657
0.31019918015607134,0.5482,0.8198,0.657
0.3102300546677792,0.5484,0.8198,0.6572
0.31023467282550304,0.5484,0.8198,0.6572
0.3103493276504938,0.5484,0.8197,0.6572
0.3103516073353494,0.5484,0.8197,0.6572
0.3103676862049456,0.5485,0.8197,0.6572
0.31038908864165504,0.5485,0.8197,0.6572
0.310431591472911,0.5485,0.8197,0.6572
0.3104338684841098,0.5485,0.8197,0.6573
0.3104365832615776,0.5486,0.8197,0.6573
0.31045325674787727,0.5486,0.8197,0.6573
0.31048795623634196,0.5487,0.8197,0.6573
0.3104941630194648,0.5487,0.8197,0.6573
0.3104982274316724,0.5487,0.8197,0.6574
0.3105877478333166,0.5487,0.8196,0.6573
0.3105930604169013,0.5487,0.8196,0.6574
0.31060022467040954,0.5487,0.8196,0.6574
0.3106479038012263,0.5488,0.8196,0.6574
0.310656206925103,0.5488,0.8196,0.6574
0.31068003140157435,0.5488,0.8196,0.6574
0.3106836275711655,0.5489,0.8196,0.6575
0.31075303462402093,0.5489,0.8196,0.6574
0.3107580097005267,0.5489,0.8196,0.6575
0.31079255237333087,0.5489,0.8195,0.6575
0.3108082612114648,0.5489,0.8195,0.6575
0.31083440461844475,0.5489,0.8195,0.6575
0.3108349489031182,0.5489,0.8195,0.6575
0.31088000982514474,0.5489,0.8195,0.6575
0.3108910296419954,0.549,0.8195,0.6575
0.3109080513927197,0.549,0.8195,0.6575
0.31097573725850663,0.549,0.8195,0.6575
0.3109802009288831,0.549,0.8195,0.6576
0.3110024543474891,0.5491,0.8195,0.6576
0.3110134451912597,0.5491,0.8195,0.6576
0.31101427614083593,0.5492,0.8195,0.6576
0.3110410626760287,0.5492,0.8195,0.6577
0.3110422974082689,0.5492,0.8195,0.6577
0.3110630057846606,0.5492,0.8195,0.6577
0.3110956331806803,0.5493,0.8194,0.6577
0.3112224301405388,0.5493,0.8193,0.6577
0.31132224475501963,0.5493,0.8193,0.6577
0.3113712532733144,0.5494,0.8193,0.6577
0.3114121139601382,0.5494,0.8193,0.6577
0.31143247577384064,0.5494,0.8193,0.6577
0.3114983919674206,0.5494,0.8193,0.6578
0.3115068191547378,0.5495,0.8193,0.6578
0.31151368911823274,0.5495,0.8193,0.6578
0.3115900928129858,0.5495,0.8193,0.6578
0.31159476410897247,0.5495,0.8193,0.6578
0.3116042776418259,0.5495,0.8193,0.6578
0.31164052347865867,0.5496,0.8193,0.6579
0.31165552168853594,0.5496,0.8192,0.6579
0.31165953810596436,0.5498,0.8192,0.658
0.31167695907722875,0.5498,0.8192,0.658
0.311678798609095,0.5498,0.8192,0.658
0.3117117120234686,0.5498,0.8192,0.658
0.311719532161148,0.5498,0.8192,0.658
0.3117304882112837,0.5499,0.8192,0.658
0.3117513021568117,0.5499,0.8192,0.6581
0.3117647889151396,0.5499,0.8192,0.6581
0.3117724311175906,0.55,0.8192,0.6581
0.3117915279652022,0.55,0.8192,0.6581
0.3117917284987469,0.55,0.8192,0.6582
0.31181988887353135,0.55,0.8192,0.6582
0.3118529936729509,0.55,0.8192,0.6582
0.3119084111893429,0.5501,0.819,0.6581
0.3119118774286064,0.5501,0.819,0.6581
0.311924998256357,0.5502,0.819,0.6582
0.3119401027785053,0.5502,0.819,0.6582
0.311953735652842,0.5502,0.819,0.6582
0.31198607682942103,0.5503,0.819,0.6582
0.31203956463933824,0.5503,0.8189,0.6583
0.3121786706227238,0.5504,0.8188,0.6583
0.31218056219601825,0.5504,0.8188,0.6583
0.3122119250938614,0.5504,0.8188,0.6583
0.31231709108524847,0.5505,0.8188,0.6584
0.31232942461902286,0.5505,0.8188,0.6583
0.3127036619664854,0.5505,0.8183,0.6582
0.31283564945276576,0.5506,0.8182,0.6582
0.3128762608280562,0.5506,0.8182,0.6582
0.3130255397048583,0.5506,0.8178,0.6581
0.31303425181757943,0.5506,0.8178,0.6581
0.31305663186316224,0.5506,0.8177,0.6581
0.31307792295134,0.5507,0.8177,0.6581
0.3130920244800668,0.5507,0.8177,0.6582
0.31313850072940064,0.5507,0.8177,0.6582
0.31318311779688884,0.5509,0.8177,0.6583
0.31320265057057073,0.5509,0.8177,0.6583
0.313316630690169,0.5509,0.8176,0.6583
0.31338674047517495,0.551,0.8176,0.6583
0.31341109595952377,0.551,0.8176,0.6583
0.3134238480846398,0.551,0.8176,0.6583
0.31346574615710343,0.551,0.8176,0.6583
0.3135152678720612,0.5511,0.8176,0.6584
0.3136513121677187,0.5511,0.8175,0.6584
0.3136616540502,0.5515,0.8174,0.6586
0.313706136465719,0.5516,0.8174,0.6587
0.31374240479295495,0.5516,0.8174,0.6587
0.3137438920024948,0.5516,0.8174,0.6587
0.3137943588933803,0.5517,0.8174,0.6587
0.3137986704361207,0.5517,0.8174,0.6588
0.3138097390375434,0.5518,0.8174,0.6588
0.3138854946213586,0.5518,0.8169,0.6587
0.31388624772172435,0.5518,0.8169,0.6587
0.31391711586799736,0.5518,0.8169,0.6587
0.31417696324532524,0.5519,0.8159,0.6584
0.31420220119303327,0.5519,0.8158,0.6584
0.3142155526227001,0.5519,0.8158,0.6584
0.3142250140898579,0.5519,0.8158,0.6584
0.31424236246663195,0.552,0.8158,0.6584
0.3143748646275175,0.5521,0.8154,0.6584
0.3143849679007556,0.5521,0.8154,0.6584
0.3144014857562755,0.5521,0.8154,0.6584
0.3144392970297849,0.5521,0.8154,0.6584
0.3144405963036793,0.5522,0.8154,0.6584
0.314466164590179,0.5522,0.8154,0.6585
0.314489099425067,0.5522,0.8154,0.6585
0.31449533074397695,0.5522,0.8154,0.6585
0.314521415471333,0.5523,0.8154,0.6585
0.3145366461015376,0.5523,0.8154,0.6585
0.31458622075626397,0.5523,0.8153,0.6585
0.31462005557978845,0.5523,0.8153,0.6585
0.31463199985482376,0.5524,0.8153,0.6586
0.31463558239372563,0.5524,0.8153,0.6586
0.3146397805531893,0.5524,0.8153,0.6586
0.3146474259149076,0.5525,0.8153,0.6586
0.31476389406573874,0.5525,0.8152,0.6586
0.3147851567824047,0.5525,0.8152,0.6586
0.31479314886157733,0.5525,0.8152,0.6587
0.3147939336958806,0.5526,0.8152,0.6587
0.31484739092065245,0.5526,0.8152,0.6587
0.31487479316348077,0.5527,0.8151,0.6587
0.3149067507959077,0.5527,0.8151,0.6587
0.3149145730766494,0.5527,0.8151,0.6588
0.31501260945926546,0.5527,0.8151,0.6588
0.31506564737785403,0.5527,0.8151,0.6588
0.3150862202362159,0.5528,0.8151,0.6588
0.31511046437978885,0.5528,0.8151,0.6588
0.31515474900320767,0.5528,0.8151,0.6588
0.31515563509672007,0.5528,0.8151,0.6588
0.31527598589242445,0.5528,0.8148,0.6587
0.31536068556095515,0.5529,0.8148,0.6588
0.3153818753044579,0.5529,0.8148,0.6588
0.3153859557203797,0.553,0.8148,0.6589
0.31538613536404086,0.553,0.8148,0.6589
0.3154031616116111,0.5531,0.8148,0.6589
0.3155502328465805,0.5531,0.8146,0.6589
0.3155569047212454,0.5532,0.8146,0.6589
0.31562221316212646,0.5532,0.8145,0.6589
0.3156456039888237,0.5532,0.8145,0.6589
0.3156494224890428,0.5532,0.8145,0.6589
0.315651817268072,0.5532,0.8145,0.6589
0.31565609872051303,0.5532,0.8145,0.6589
0.31567679182289377,0.5533,0.8145,0.659
0.3156830236735631,0.5533,0.8145,0.659
0.3160018085499695,0.5534,0.8137,0.6587
0.31604102541776524,0.5534,0.8137,0.6587
0.31605400882417456,0.5534,0.8137,0.6588
0.3161465411176911,0.5534,0.8137,0.6588
0.3161550651885793,0.5535,0.8137,0.6588
0.3161625985970049,0.5535,0.8137,0.6588
0.31618530731579814,0.5535,0.8137,0.6588
0.3162101150946229,0.5535,0.8137,0.6589
0.31623599694118665,0.5536,0.8136,0.6589
0.31624584915260767,0.5536,0.8136,0.6589
0.31627394883865356,0.5536,0.8136,0.6589
0.3163146172166732,0.5537,0.8136,0.6589
0.3163411098224068,0.5537,0.8136,0.6589
0.316341373688492,0.5537,0.8136,0.659
0.31634653308712796,0.5537,0.8136,0.659
0.3163760898490928,0.554,0.8134,0.6591
0.31644869990677216,0.554,0.8134,0.6591
0.3164618074325803,0.554,0.8134,0.6591
0.3164649656395688,0.5541,0.8134,0.6591
0.3164762822732005,0.5541,0.8134,0.6592
0.31648067369511473,0.5541,0.8134,0.6592
0.31649837859365615,0.5541,0.8133,0.6592
0.31650235133677823,0.5541,0.8133,0.6592
0.3166250907746757,0.5542,0.8133,0.6592
0.3166313016641199,0.5542,0.8133,0.6592
0.3166561036291996,0.5542,0.8133,0.6592
0.3166585754258378,0.5542,0.8133,0.6592
0.316659081182107,0.5543,0.8133,0.6593
0.31666671516004813,0.5543,0.8133,0.6593
0.31666724157217674,0.5544,0.8133,0.6593
0.31669969668668596,0.5544,0.8133,0.6594
0.31673811707352195,0.5544,0.8133,0.6594
0.31677396964846344,0.5544,0.8131,0.6593
0.3168013742022176,0.5545,0.8131,0.6593
0.3168022761195054,0.5545,0.8131,0.6593
0.3168127800740893,0.5545,0.813,0.6593
0.31681641258147375,0.5545,0.813,0.6593
0.3168785384238377,0.5545,0.813,0.6594
0.31690472675525366,0.5546,0.813,0.6594
0.3169104621740689,0.5546,0.813,0.6594
0.316923100977463,0.5546,0.813,0.6594
0.3169604084193083,0.5546,0.813,0.6594
0.31698336067106225,0.5546,0.813,0.6594
0.3177055350262102,0.5547,0.8097,0.6584
0.31770557733626204,0.5547,0.8097,0.6584
0.3177261131271875,0.5547,0.8097,0.6584
0.3177673336182627,0.5547,0.8097,0.6584
0.3177728671515464,0.5547,0.8097,0.6584
