PER_PROGRAM_BASELINE
Benchmark,Precision,Recall
0.003822867351852258,0.3768,0.9486,0.5393
0.003823049821628551,0.3768,0.9486,0.5394
0.00382316262117675,0.3768,0.9486,0.5394
0.003828851394340864,0.3768,0.9486,0.5394
0.0038290149269796753,0.3769,0.9486,0.5394
0.00383365823003249,0.3769,0.9486,0.5394
0.0038347522899554913,0.3769,0.9486,0.5394
0.003835705556107937,0.3769,0.9486,0.5395
0.0038360050641818785,0.3769,0.9486,0.5395
0.0038373101661582525,0.3769,0.9486,0.5395
0.003838484984396615,0.3769,0.9486,0.5395
0.0038551712098485436,0.3769,0.9486,0.5395
0.003858154591098353,0.3769,0.9486,0.5395
0.0038602255934863713,0.3769,0.9486,0.5395
0.00386034159201443,0.377,0.9486,0.5395
0.0038640854424020236,0.377,0.9486,0.5395
0.0038670207603772166,0.377,0.9486,0.5395
0.003867385235445868,0.377,0.9486,0.5395
0.0038677340756086286,0.377,0.9486,0.5395
0.003868149564134557,0.377,0.9486,0.5395
0.0038688327449295477,0.377,0.9486,0.5396
0.00386921262543059,0.377,0.9486,0.5396
0.0038700584963806918,0.377,0.9486,0.5396
0.003870608086374761,0.377,0.9486,0.5396
0.003870752914474242,0.377,0.9486,0.5396
0.003871513066549939,0.377,0.9486,0.5396
0.0038715384378522556,0.377,0.9486,0.5396
0.00387359146762457,0.377,0.9486,0.5396
0.003873754482643274,0.377,0.9486,0.5396
0.003873948165935935,0.377,0.9486,0.5396
0.003875902124449195,0.377,0.9486,0.5396
0.003877104302371541,0.377,0.9486,0.5396
0.0038772249327747622,0.377,0.9486,0.5396
0.0038772887573410154,0.377,0.9486,0.5396
0.003878410202999462,0.3771,0.9486,0.5396
0.003880068490680831,0.3771,0.9486,0.5396
0.003880561208135266,0.3771,0.9486,0.5396
0.0038806927862593057,0.3771,0.9486,0.5396
0.003882803360601634,0.3771,0.9486,0.5396
0.0038830518719306407,0.3771,0.9486,0.5396
0.003883676167509115,0.3771,0.9486,0.5396
0.00389229453503597,0.3771,0.9486,0.5396
0.0039012387972011545,0.3771,0.9485,0.5396
0.0039054966212419824,0.3771,0.9485,0.5396
0.003908113311498911,0.3771,0.9485,0.5396
0.003911527820872968,0.3771,0.9485,0.5396
0.003911755788947191,0.3771,0.9485,0.5396
0.003911925217516041,0.3772,0.9485,0.5397
0.0039120220141025215,0.3772,0.9485,0.5397
0.003913459688724249,0.3772,0.9485,0.5397
0.003916971110682639,0.3772,0.9485,0.5397
0.003917586981594891,0.3772,0.9485,0.5398
0.003918309812015255,0.3772,0.9485,0.5398
0.003919954491932449,0.3773,0.9485,0.5398
0.0039201506375793,0.3773,0.9485,0.5398
0.003921965367532824,0.3773,0.9485,0.5398
0.003922564193099381,0.3773,0.9485,0.5398
0.00392958426159526,0.3773,0.9485,0.5398
0.003932317333197682,0.3773,0.9485,0.5398
0.003932567642845069,0.3773,0.9485,0.5398
0.003932803050767368,0.3773,0.9485,0.5398
0.003934535451169058,0.3773,0.9485,0.5399
0.003938511993417387,0.3773,0.9485,0.5399
0.003938970802353849,0.3773,0.9485,0.5399
0.003939322226108874,0.3773,0.9485,0.5399
0.0039408763061872885,0.3773,0.9485,0.5399
0.003941201671474782,0.3773,0.9485,0.5399
0.003941347087687085,0.3773,0.9485,0.5399
0.0039419541836036584,0.3773,0.9485,0.5399
0.003943009254638083,0.3773,0.9485,0.5399
0.00394398942211379,0.3773,0.9485,0.5399
0.003944933114648771,0.3773,0.9485,0.5399
0.003946637756298045,0.3773,0.9485,0.5399
0.0039471319495275985,0.3774,0.9485,0.5399
0.003953463167477347,0.3774,0.9485,0.5399
0.003953717689650108,0.3774,0.9485,0.5399
0.003955959842116475,0.3774,0.9485,0.5399
0.0039564465487271555,0.3774,0.9485,0.5399
0.003956934374324126,0.3774,0.9485,0.5399
0.003961689522959818,0.3774,0.9485,0.5399
0.003961763060107573,0.3774,0.9485,0.54
0.003962546936921541,0.3774,0.9485,0.54
0.003963694132892379,0.3774,0.9485,0.54
0.003964043047932118,0.3774,0.9485,0.54
0.003967971706639292,0.3774,0.9485,0.54
0.003968723269986487,0.3774,0.9485,0.54
0.003969561132111421,0.3774,0.9485,0.54
0.003970910159834355,0.3774,0.9485,0.54
0.00397324585340309,0.3774,0.9485,0.54
0.003974647351850849,0.3774,0.9485,0.54
0.003976302940197708,0.3774,0.9485,0.54
0.003976642999141257,0.3775,0.9485,0.54
0.003980491327437926,0.3775,0.9485,0.54
0.003981057608261105,0.3775,0.9485,0.54
0.0039815900377178455,0.3775,0.9485,0.54
0.003986316526588753,0.3775,0.9485,0.54
0.003986434367316196,0.3775,0.9485,0.54
0.003991435709116361,0.3775,0.9485,0.54
0.003992380744056526,0.3775,0.9485,0.54
0.003995098081878624,0.3775,0.9485,0.54
0.00399680257851883,0.3775,0.9485,0.54
0.003997047060529996,0.3775,0.9485,0.54
0.003997592985591092,0.3775,0.9485,0.5401
0.003997951092744751,0.3775,0.9485,0.5401
0.003998081463128434,0.3775,0.9485,0.5401
0.00399832213632927,0.3775,0.9485,0.5401
0.003999627120868121,0.3775,0.9485,0.5401
0.003999918447029268,0.3775,0.9485,0.5401
0.004000461274425711,0.3775,0.9485,0.5401
0.00400060458115677,0.3775,0.9485,0.5401
0.004002318872860471,0.3775,0.9485,0.5401
0.00400270342689208,0.3775,0.9485,0.5401
0.004005474575799707,0.3776,0.9485,0.5401
0.004007850957968365,0.3776,0.9485,0.5401
0.004008976481513563,0.3776,0.9485,0.5401
0.00400961690956774,0.3776,0.9485,0.5401
0.00400982905872624,0.3776,0.9485,0.5401
0.004012034748545215,0.3776,0.9485,0.5401
0.004012210775797688,0.3776,0.9485,0.5402
0.0040126002908175504,0.3776,0.9485,0.5402
0.004014898314755841,0.3776,0.9485,0.5402
0.004015923425138702,0.3776,0.9485,0.5402
0.004018493623366724,0.3776,0.9485,0.5402
0.0040198463084852075,0.3776,0.9485,0.5402
0.0040200248223979385,0.3776,0.9485,0.5402
0.004022829689735016,0.3776,0.9485,0.5402
0.004024534838854346,0.3776,0.9485,0.5402
0.0040247770799715175,0.3776,0.9485,0.5402
0.004027869647428976,0.3776,0.9485,0.5402
0.004028574026096721,0.3776,0.9485,0.5402
0.004029558953748043,0.3776,0.9485,0.5402
0.00403114178485897,0.3776,0.9485,0.5402
0.004033523801751148,0.3776,0.9485,0.5402
0.004036031027482915,0.3776,0.9485,0.5402
0.004036113083109587,0.3776,0.9485,0.5402
0.004037323787295566,0.3777,0.9485,0.5402
0.0040403382093969365,0.3777,0.9485,0.5402
0.004040923821472021,0.3777,0.9485,0.5402
0.004041121438726855,0.3777,0.9485,0.5402
0.004041399430184698,0.3777,0.9485,0.5402
0.004043276662592,0.3777,0.9485,0.5402
0.004047255298868119,0.3777,0.9485,0.5402
0.004048339847474177,0.3777,0.9485,0.5403
0.0040496869190022565,0.3777,0.9485,0.5403
0.004050635488847305,0.3777,0.9485,0.5403
0.004051846193033286,0.3777,0.9485,0.5403
0.004052968761322187,0.3777,0.9485,0.5403
0.004059039228599949,0.3777,0.9485,0.5403
0.0040602459723370855,0.3777,0.9485,0.5403
0.004060909696511921,0.3777,0.9485,0.5403
0.00406389307776173,0.3777,0.9485,0.5403
0.004067045186885835,0.3777,0.9485,0.5403
0.0040705918570646425,0.3777,0.9485,0.5403
0.004073553545787435,0.3777,0.9484,0.5403
0.004075819570762685,0.3777,0.9484,0.5403
0.004077019876280137,0.3777,0.9484,0.5403
0.004077030274948665,0.3777,0.9484,0.5403
0.0040770682213315595,0.3777,0.9484,0.5403
0.004077733191511548,0.3777,0.9484,0.5403
0.0040792620287465045,0.3777,0.9484,0.5403
0.0040793103737979276,0.3778,0.9484,0.5403
0.0040797836281777754,0.3778,0.9484,0.5404
0.004079915341380281,0.3778,0.9484,0.5404
0.004079975343977916,0.3778,0.9484,0.5404
0.004080336385698147,0.3778,0.9484,0.5404
0.004080882233828418,0.3778,0.9484,0.5404
0.0040836793491363065,0.3778,0.9484,0.5404
0.004084253309732431,0.3779,0.9484,0.5404
0.004088503628804035,0.3779,0.9484,0.5404
0.0040888174009085145,0.3779,0.9484,0.5404
0.004090289660639957,0.3779,0.9484,0.5404
0.004093528674588342,0.3779,0.9484,0.5404
0.004093954268146269,0.3779,0.9484,0.5404
0.004095450372665181,0.3779,0.9484,0.5404
0.0040960637777201075,0.3779,0.9484,0.5405
0.004096157194359254,0.3779,0.9484,0.5405
0.004096561785744696,0.3779,0.9484,0.5405
0.0040974753949068335,0.3779,0.9484,0.5405
0.004098156259940992,0.3779,0.9484,0.5405
0.004098399346825621,0.3779,0.9484,0.5405
0.004098405325324773,0.3779,0.9484,0.5405
0.0040990825298791835,0.3779,0.9484,0.5405
0.0040995451669945055,0.3779,0.9484,0.5405
0.004099811630845791,0.3779,0.9484,0.5405
0.004102065911128992,0.3779,0.9484,0.5405
0.004104018611796841,0.3779,0.9484,0.5405
0.004105973599692103,0.3779,0.9484,0.5405
0.004108822892414943,0.3779,0.9484,0.5405
0.00411011644339798,0.3779,0.9484,0.5405
0.00411195503532862,0.378,0.9484,0.5405
0.0041125166273986635,0.378,0.9484,0.5405
0.004113897570340288,0.378,0.9484,0.5405
0.004114061546343416,0.378,0.9484,0.5405
0.004114264047356444,0.378,0.9484,0.5405
0.00411808412139693,0.378,0.9484,0.5406
0.004121065039872942,0.378,0.9484,0.5406
0.004121067502646739,0.378,0.9484,0.5406
0.004122751328253086,0.378,0.9484,0.5406
0.004124411401091774,0.378,0.9484,0.5406
0.004126811839008445,0.378,0.9484,0.5406
0.004127694708612982,0.378,0.9484,0.5406
0.00413332268714096,0.378,0.9484,0.5406
0.00413630606839077,0.378,0.9484,0.5406
0.0041385862063779005,0.378,0.9484,0.5406
0.004139364108625917,0.378,0.9484,0.5406
0.004146038721289333,0.378,0.9484,0.5406
0.004148521414225177,0.378,0.9484,0.5406
0.004154957004196046,0.378,0.9484,0.5406
0.004164382354348207,0.3781,0.9484,0.5406
0.004164624064604645,0.3781,0.9484,0.5406
0.004167538757786178,0.3781,0.9484,0.5406
0.004170003127145846,0.3781,0.9484,0.5406
0.004170468211412905,0.3781,0.9484,0.5406
0.004170988001940498,0.3781,0.9484,0.5406
0.004172773689423226,0.3781,0.9484,0.5406
0.004173644376352503,0.3781,0.9484,0.5406
0.0041747063066256765,0.3781,0.9484,0.5406
0.004177939964018969,0.3781,0.9484,0.5406
0.0041787194261131335,0.3781,0.9484,0.5406
0.004178873548674242,0.3781,0.9484,0.5406
0.004178985946111581,0.3781,0.9484,0.5406
0.004180356685287059,0.3781,0.9484,0.5406
0.0041809233452687776,0.3781,0.9484,0.5406
0.0041853497121251354,0.3781,0.9484,0.5406
0.00418984861919764,0.3781,0.9484,0.5407
0.004193521668644667,0.3781,0.9484,0.5407
0.004197793431712212,0.3781,0.9484,0.5407
0.0041980020627276834,0.3781,0.9484,0.5407
0.004201362323752494,0.3781,0.9484,0.5407
0.00420297091188414,0.3781,0.9484,0.5407
0.004205786299706765,0.3781,0.9484,0.5407
0.004208542975944998,0.3781,0.9484,0.5407
0.0042108794656056546,0.3781,0.9484,0.5407
0.004214081287878637,0.3781,0.9484,0.5407
0.004219134507248679,0.3782,0.9484,0.5407
0.0042192949339799725,0.3782,0.9484,0.5407
0.0042200370734091905,0.3782,0.9484,0.5407
0.004222278315229781,0.3782,0.9484,0.5407
0.004223020454659,0.3782,0.9484,0.5407
0.004227218708299939,0.3782,0.9484,0.5407
0.004229145293029545,0.3782,0.9484,0.5407
0.004233001703286829,0.3782,0.9484,0.5407
0.004233507280965787,0.3782,0.9484,0.5407
0.004236373078546039,0.3782,0.9484,0.5408
0.0042364428569995685,0.3782,0.9484,0.5408
0.004238784160996871,0.3782,0.9484,0.5408
0.004242632945020084,0.3782,0.9484,0.5408
0.0042426812900715075,0.3782,0.9484,0.5408
0.004243346260251497,0.3782,0.9484,0.5408
0.004244566489778061,0.3783,0.9484,0.5408
0.0042446637994645025,0.3783,0.9484,0.5408
0.004248235854248144,0.3783,0.9484,0.5408
0.004261179238270555,0.3783,0.9484,0.5408
0.004261924416436624,0.3783,0.9484,0.5408
0.004266844973682148,0.3783,0.9484,0.5409
0.004266909074887441,0.3783,0.9484,0.5409
0.00426764016475624,0.3783,0.9484,0.5409
0.004268396060614897,0.3783,0.9484,0.5409
0.004268587814212861,0.3783,0.9484,0.5409
0.004272913253064822,0.3783,0.9484,0.5409
0.004273385375186468,0.3783,0.9484,0.5409
0.004279344941380958,0.3783,0.9484,0.5409
0.004287268912029143,0.3783,0.9484,0.5409
0.004287457011126322,0.3783,0.9484,0.5409
0.004288950080573643,0.3783,0.9484,0.5409
0.004290440392376131,0.3783,0.9484,0.5409
0.004292021000695769,0.3783,0.9484,0.5409
0.004294007151670475,0.3783,0.9484,0.5409
0.004295909172950875,0.3783,0.9484,0.5409
0.0042972068261889085,0.3783,0.9484,0.5409
0.0042983237879033786,0.3783,0.9484,0.5409
0.004301973925192345,0.3784,0.9484,0.5409
0.004304148818846456,0.3784,0.9484,0.5409
0.004317527155479898,0.3784,0.9484,0.5409
0.004318058476261016,0.3784,0.9484,0.5409
0.004318739066735923,0.3784,0.9484,0.5409
0.0043204711837788205,0.3784,0.9484,0.5409
0.0043259573203638995,0.3784,0.9484,0.5409
0.004326946888308301,0.3784,0.9484,0.5409
0.0043300271979313494,0.3784,0.9484,0.5409
0.004331019653569782,0.3784,0.9484,0.5409
0.004331040167625049,0.3784,0.9484,0.541
0.004331040284910575,0.3784,0.9484,0.541
0.004331140644443095,0.3784,0.9484,0.541
0.004334403559015295,0.3784,0.9484,0.541
0.00434136244128037,0.3784,0.9484,0.541
0.004345883572980757,0.3784,0.9484,0.541
0.0043469845812750315,0.3784,0.9484,0.541
0.00434996965790836,0.3784,0.9484,0.541
0.0043508403448376375,0.3784,0.9484,0.541
0.0043526791757585465,0.3784,0.9484,0.541
0.004355386579899662,0.3784,0.9484,0.541
0.004355512339928562,0.3785,0.9484,0.541
0.004356996476968732,0.3785,0.9484,0.541
0.0043569986997254034,0.3785,0.9483,0.541
0.004357468175081939,0.3785,0.9483,0.541
0.004358639747729317,0.3785,0.9483,0.541
0.004359789664478277,0.3785,0.9483,0.541
0.004362649816461035,0.3785,0.9483,0.541
0.00436388280876669,0.3785,0.9483,0.541
0.0043639952062040285,0.3785,0.9483,0.541
0.0043649467624188075,0.3785,0.9483,0.541
0.0043654184605320156,0.3785,0.9483,0.541
0.00437120959676706,0.3785,0.9483,0.541
0.0043721546730757085,0.3785,0.9483,0.541
0.004372506241950931,0.3785,0.9483,0.5411
0.004373989535461029,0.3786,0.9483,0.5411
0.004374192978016869,0.3786,0.9483,0.5411
0.004374341104336252,0.3786,0.9483,0.5411
0.004375779591101608,0.3786,0.9483,0.5412
0.0043762512892148156,0.3786,0.9483,0.5412
0.004378431392311741,0.3786,0.9483,0.5412
0.004382356308162289,0.3786,0.9483,0.5412
0.004382623142900871,0.3787,0.9483,0.5412
0.004382951813778922,0.3787,0.9483,0.5412
0.004384191170547609,0.3788,0.9483,0.5413
0.0043847866761642425,0.3788,0.9483,0.5413
0.004390001020831713,0.3789,0.9483,0.5414
0.004393282662785837,0.3789,0.9483,0.5414
0.004393759910204029,0.3789,0.9483,0.5414
0.004395635742575266,0.3789,0.9483,0.5414
0.004395981422934354,0.3789,0.9483,0.5415
0.004396093820371692,0.3789,0.9483,0.5415
0.004397037160699843,0.3789,0.9483,0.5415
0.004398518826520324,0.3789,0.9483,0.5415
0.004401775421503504,0.379,0.9483,0.5415
0.004406262651159849,0.379,0.9483,0.5415
0.004407018961555705,0.379,0.9483,0.5415
0.00441112356830123,0.379,0.9483,0.5415
0.004413074443916947,0.379,0.9483,0.5415
0.004413666151020937,0.379,0.9483,0.5415
0.004413750488039351,0.379,0.9483,0.5415
0.004413850613721082,0.379,0.9483,0.5415
0.004413852266635593,0.379,0.9483,0.5415
0.004414159978181432,0.379,0.9483,0.5415
0.004415399390071419,0.379,0.9483,0.5416
0.0044161772127900645,0.379,0.9483,0.5416
0.004418999276320351,0.379,0.9483,0.5416
0.00442294768597705,0.379,0.9483,0.5416
0.004422975841131392,0.379,0.9483,0.5416
0.004423741895971174,0.379,0.9483,0.5416
0.004425857837214275,0.379,0.9483,0.5416
0.004428179020677439,0.379,0.9483,0.5416
0.004428650718790646,0.3791,0.9483,0.5416
0.004434038856912781,0.3791,0.9483,0.5416
0.004435171495891211,0.3791,0.9483,0.5416
0.004439159916873531,0.3791,0.9483,0.5416
0.0044409451663390285,0.3791,0.9483,0.5416
0.004441057563776366,0.3791,0.9483,0.5416
0.004441062195151952,0.3791,0.9483,0.5416
0.004441815853268305,0.3791,0.9483,0.5417
0.004441928250705642,0.3791,0.9483,0.5417
0.0044430146236919205,0.3791,0.9483,0.5417
0.004446890903028935,0.3791,0.9483,0.5417
0.004447003300466273,0.3791,0.9483,0.5417
0.004450857814751643,0.3791,0.9483,0.5417
0.004453543212669151,0.3791,0.9483,0.5417
0.004455092643190342,0.3791,0.9483,0.5417
0.004455420487174927,0.3791,0.9483,0.5417
0.004456482061339369,0.3791,0.9483,0.5417
0.004456953759452576,0.3791,0.9483,0.5417
0.004459859590291815,0.3791,0.9483,0.5417
0.004461699113568222,0.3791,0.9482,0.5417
0.004462318681523418,0.3791,0.9482,0.5417
0.004462476936286868,0.3791,0.9482,0.5417
0.00446348283609131,0.3792,0.9482,0.5417
0.004464470489506683,0.3792,0.9482,0.5417
0.0044645608339897854,0.3792,0.9482,0.5417
0.004464768199111128,0.3792,0.9482,0.5418
0.004465546021829774,0.3792,0.9482,0.5418
0.004466189492945156,0.3792,0.9482,0.5418
0.0044670439009409455,0.3792,0.9482,0.5418
0.0044676428874336075,0.3792,0.9482,0.5418
0.004467821723659591,0.3792,0.9482,0.5418
0.004468420710152253,0.3792,0.9482,0.5418
0.00446907622605652,0.3792,0.9482,0.5418
0.004471381225150796,0.3793,0.9482,0.5418
0.004471597412633407,0.3793,0.9482,0.5418
0.004472342301906523,0.3793,0.9482,0.5418
0.004472375235352053,0.3793,0.9482,0.5418
0.004473120124625168,0.3793,0.9482,0.5418
0.004475966932683069,0.3793,0.9482,0.5418
0.0044767447554017155,0.3793,0.9482,0.5418
0.004476763678291515,0.3793,0.9482,0.5418
0.00447754150101016,0.3793,0.9482,0.5418
0.004480186370838257,0.3793,0.9482,0.5418
0.004483191879671543,0.3793,0.9482,0.5418
0.00448371165516639,0.3793,0.9482,0.5418
0.0044841108173105096,0.3793,0.9482,0.5418
0.004484888640029156,0.3793,0.9482,0.5418
0.004485052494014237,0.3793,0.9482,0.5418
0.0044855241921274444,0.3793,0.9482,0.5418
0.004486632527117199,0.3793,0.9482,0.5418
0.0044868876274844925,0.3793,0.9482,0.5419
0.004488286901609338,0.3794,0.9482,0.542
0.004488366622726196,0.3794,0.9482,0.542
0.0044887460933646555,0.3795,0.9482,0.542
0.004488923678743642,0.3795,0.9482,0.542
0.004489427921963512,0.3795,0.9482,0.542
0.004491601100186779,0.3795,0.9482,0.542
0.0044916138877619605,0.3795,0.9482,0.542
0.004492301419554222,0.3795,0.9482,0.542
0.004492349285219597,0.3795,0.9482,0.5421
0.004492378922905425,0.3795,0.9482,0.5421
0.004493722276888473,0.3795,0.9482,0.5421
0.004494229355722177,0.3795,0.9482,0.5421
0.004498670867061651,0.3795,0.9482,0.5421
0.004500143940590538,0.3795,0.9482,0.5421
0.004501447232187934,0.3795,0.9482,0.5421
0.004502616298412764,0.3795,0.9482,0.5421
0.004502705927970679,0.3795,0.9482,0.5421
0.004503127321840347,0.3795,0.9482,0.5421
0.0045033941211314096,0.3795,0.9482,0.5421
0.004503483750689325,0.3795,0.9482,0.5421
0.0045058107438012565,0.3795,0.9482,0.5421
0.004506234084177188,0.3796,0.9482,0.5421
0.004508056646421391,0.3796,0.9482,0.5421
0.004508064256435713,0.3796,0.9482,0.5421
0.004508336488186981,0.3796,0.9482,0.5422
0.0045087642126954,0.3796,0.9482,0.5422
0.004508794125051066,0.3796,0.9482,0.5422
0.004509798352044711,0.3796,0.9482,0.5422
0.004510138381205403,0.3796,0.9482,0.5422
0.0045101778226831705,0.3797,0.9482,0.5422
0.004510258186263821,0.3797,0.9482,0.5423
0.0045104983083043984,0.3797,0.9482,0.5423
0.004510692089230037,0.3797,0.9482,0.5423
0.004510877778942857,0.3797,0.9482,0.5423
0.004512426184839035,0.3798,0.9482,0.5423
0.004512737966693861,0.3798,0.9482,0.5423
0.004512805655477493,0.3798,0.9482,0.5423
0.0045128503641312,0.3798,0.9482,0.5423
0.0045136645098737506,0.3798,0.9482,0.5423
0.004513747576990806,0.3822,0.9482,0.5448
0.004514525399709452,0.3822,0.9482,0.5448
0.0045162331303463255,0.3822,0.9482,0.5448
0.004518485531188486,0.3822,0.9482,0.5448
0.00451882642539548,0.3822,0.9482,0.5448
0.004520980193609893,0.3822,0.9482,0.5448
0.004521453268239332,0.3822,0.9482,0.5448
0.004521979708882901,0.3822,0.9482,0.5448
0.0045261934368220355,0.3822,0.9482,0.5448
0.004527440134196216,0.3822,0.9482,0.5448
0.0045314090783769865,0.3822,0.9482,0.5448
0.004532216197713748,0.3823,0.9482,0.5449
0.004533780111050917,0.3823,0.9482,0.5449
0.004534169943578082,0.3823,0.9482,0.5449
0.004534483461039709,0.3823,0.9482,0.5449
0.0045345579337695615,0.3823,0.9482,0.5449
0.004539417462081642,0.3823,0.9482,0.5449
0.004541295097557735,0.3823,0.9482,0.5449
0.004542400843331451,0.3823,0.9482,0.5449
0.004544721290094126,0.3823,0.9482,0.5449
0.004545112283993651,0.3823,0.9482,0.5449
0.004546855107722738,0.3824,0.9482,0.545
0.004547418198672144,0.3824,0.9482,0.545
0.004547501960891413,0.3824,0.9482,0.545
0.004550603808230504,0.3824,0.9482,0.545
0.0045584680948248975,0.3848,0.9481,0.5474
0.004558845715595844,0.3848,0.9481,0.5475
0.004560210918553983,0.3848,0.9481,0.5475
0.004563631579952927,0.3849,0.9481,0.5475
0.0045645979923168815,0.3849,0.9481,0.5475
0.0045651692197459445,0.3849,0.9481,0.5475
0.004565544744830672,0.3849,0.9481,0.5476
0.004566485933497965,0.385,0.9481,0.5476
0.004567327268155439,0.385,0.9481,0.5476
0.004567375768424421,0.385,0.9481,0.5476
0.004568720963399574,0.385,0.9481,0.5476
0.004569571888330823,0.385,0.9481,0.5476
0.004570359149674229,0.385,0.9481,0.5476
0.004571704344649382,0.385,0.9481,0.5476
0.004574238704144641,0.385,0.9481,0.5476
0.00457459703848602,0.385,0.9481,0.5476
0.004577062171207092,0.385,0.9481,0.5476
0.00457854828799655,0.385,0.9481,0.5476
0.00457865617805119,0.385,0.9481,0.5477
0.004580933410165712,0.385,0.9481,0.5477
0.004581330605165284,0.3851,0.9481,0.5477
0.004581464317638408,0.3851,0.9481,0.5477
0.004581710075803743,0.3851,0.9481,0.5477
0.004582505983560118,0.3851,0.9481,0.5477
0.004583715727334446,0.3851,0.9481,0.5477
0.004584095197972905,0.3851,0.9481,0.5477
0.004584302668025271,0.3851,0.9481,0.5477
0.004585288300728852,0.3851,0.9481,0.5477
0.004585667771367311,0.3851,0.9481,0.5477
0.004587246207424407,0.3851,0.9481,0.5478
0.0045882945189709935,0.3851,0.9481,0.5478
0.004588673989609453,0.3852,0.9481,0.5478
0.004589545619014368,0.3852,0.9481,0.5478
0.00459233666430319,0.3852,0.9481,0.5478
0.0045928473691793995,0.3852,0.9481,0.5479
0.004596849858242412,0.3852,0.9481,0.5479
0.0045982850249622524,0.3853,0.9481,0.5479
0.004599659005697427,0.3853,0.9481,0.5479
0.0046026117831461,0.3853,0.9481,0.5479
0.004602761232637324,0.3853,0.9481,0.5479
0.004605140133324136,0.3853,0.9481,0.5479
0.0046078372156405055,0.3853,0.9481,0.5479
0.004611223442211926,0.3853,0.9481,0.5479
0.004613600268918148,0.3853,0.9481,0.5479
0.004613731104257122,0.3853,0.9481,0.5479
0.004615334364527145,0.3854,0.9481,0.548
0.00461546519986612,0.3854,0.9481,0.548
0.004615713835165605,0.3855,0.9481,0.5481
0.00461584467050458,0.3855,0.9481,0.5481
0.004617318118381037,0.3855,0.9481,0.5482
0.004618540170399391,0.3855,0.9481,0.5482
0.004618880229342941,0.3856,0.9481,0.5482
0.004619539114943069,0.3856,0.9481,0.5482
0.004620274266008389,0.3856,0.9481,0.5482
0.004620614324951939,0.3856,0.9481,0.5483
0.004620653736646848,0.3856,0.9481,0.5483
0.004620812875468659,0.3857,0.9481,0.5483
0.004620993795590399,0.3857,0.9481,0.5483
0.00462494883028243,0.3857,0.9481,0.5483
0.004625997141829017,0.3857,0.9481,0.5483
0.004626361978351037,0.3857,0.9481,0.5483
0.004626376612467477,0.3857,0.9481,0.5483
0.004632240392392362,0.3857,0.9481,0.5484
0.004636600668951864,0.3857,0.9481,0.5484
0.004639382986120598,0.3857,0.9481,0.5484
0.004639762456759058,0.3858,0.9481,0.5484
0.004640770445220937,0.3858,0.9481,0.5484
0.004642512343029585,0.3858,0.9481,0.5484
0.004642629233920905,0.3858,0.9481,0.5485
0.004643395145588802,0.3858,0.9481,0.5485
0.004643866843702009,0.3858,0.948,0.5485
0.004644174785894416,0.3858,0.948,0.5485
0.004644333828121227,0.3858,0.948,0.5485
0.004644493250588659,0.3859,0.948,0.5485
0.004644713298759685,0.3859,0.948,0.5485
0.004644982446212359,0.3859,0.948,0.5485
0.004645092049264131,0.3859,0.948,0.5485
0.0046454541443255665,0.3859,0.948,0.5485
0.004648443876989897,0.3859,0.948,0.5485
0.004651608741521237,0.3859,0.948,0.5485
0.00465301112871276,0.386,0.948,0.5486
0.004653342837130235,0.386,0.948,0.5486
0.004653389053436271,0.386,0.948,0.5487
0.004653470553061718,0.3861,0.948,0.5487
0.004653722307768695,0.3861,0.948,0.5487
0.00465513163657662,0.3861,0.948,0.5487
0.004655485586542596,0.3861,0.948,0.5487
0.0046558650571810545,0.3861,0.948,0.5488
0.004656706517125088,0.3861,0.948,0.5488
0.004658440612734085,0.3862,0.948,0.5488
0.004658792804820857,0.3862,0.948,0.5488
0.004658820083372544,0.3862,0.948,0.5489
0.004658910333084949,0.3862,0.948,0.5489
0.0046590357622660495,0.3862,0.948,0.5489
0.0046592522291698125,0.3863,0.948,0.5489
0.004661839034046955,0.3863,0.948,0.549
0.004661893714334757,0.3864,0.948,0.549
0.004662896425027183,0.3864,0.948,0.549
0.004663580704408459,0.3864,0.948,0.549
0.004663904256288923,0.3864,0.948,0.549
0.0046642293818872655,0.3864,0.948,0.549
0.004665800420445688,0.3864,0.948,0.549
0.004665879806276993,0.3864,0.948,0.549
0.004667534516054686,0.3864,0.948,0.549
0.004667913986693146,0.3864,0.948,0.549
0.004668306494217459,0.3864,0.948,0.549
0.004668685964855919,0.3864,0.948,0.5491
0.00466910981702166,0.3864,0.948,0.5491
0.00466999306047121,0.3864,0.948,0.5491
0.004670827081220054,0.3864,0.948,0.5491
0.004671446777717347,0.3865,0.948,0.5491
0.004671804541508702,0.3865,0.948,0.5491
0.004674229094886081,0.3865,0.948,0.5491
0.00467460856552454,0.3865,0.948,0.5492
0.004677015305561326,0.3866,0.948,0.5492
0.004677133950552366,0.3866,0.948,0.5492
0.0046776233743697215,0.3866,0.948,0.5492
0.004678523407579947,0.3866,0.948,0.5492
0.004679050918320297,0.3866,0.948,0.5492
0.004679883003444772,0.3866,0.948,0.5492
0.004680639186486942,0.3866,0.948,0.5492
0.004682065810247053,0.3866,0.948,0.5492
0.004682578072474397,0.3866,0.948,0.5493
0.004683072703965696,0.3866,0.948,0.5493
0.004684806799574694,0.3867,0.948,0.5493
0.004685186270213154,0.3867,0.948,0.5493
0.004688530917115486,0.3867,0.948,0.5493
0.004688839932385805,0.3867,0.948,0.5493
