PER_PROGRAM_BASELINE
Benchmark,Precision,Recall
0.01954560509848432,0.4475,0.9396,0.6063
0.01955710376943014,0.4475,0.9396,0.6063
0.019573079421506084,0.4476,0.9396,0.6064
0.019591988102696394,0.4483,0.9396,0.607
0.01959634788421291,0.4483,0.9396,0.607
0.019625389410721453,0.4487,0.9396,0.6074
0.019637770436835983,0.4487,0.9396,0.6074
0.019638338403732653,0.4488,0.9396,0.6074
0.019645793894444583,0.4488,0.9396,0.6075
0.019646005748656416,0.4488,0.9396,0.6075
0.01967244264560276,0.449,0.9395,0.6076
0.019677618834065467,0.4491,0.9395,0.6077
0.01968046505690038,0.4492,0.9395,0.6078
0.01968260902609071,0.4492,0.9395,0.6078
0.019683800230426478,0.4493,0.9395,0.6079
0.01969349300392835,0.4494,0.9395,0.6079
0.019695430552682077,0.4494,0.9395,0.608
0.01972295922649532,0.4495,0.9395,0.6081
0.01979634497337647,0.4495,0.9395,0.6081
0.019891784754734916,0.4496,0.9395,0.6082
0.01989414441985365,0.45,0.9395,0.6085
0.019906034888309172,0.4502,0.9395,0.6087
0.019917621992473638,0.4502,0.9395,0.6087
0.01994724212210725,0.4503,0.9395,0.6088
0.020086506685830167,0.4503,0.9389,0.6087
0.020131742138756115,0.4504,0.9388,0.6087
0.02018042783796398,0.4504,0.9387,0.6087
0.020260922117228748,0.4504,0.9387,0.6088
0.02029133292883989,0.4505,0.9387,0.6088
0.02030493881800251,0.4505,0.9387,0.6089
0.020315975691881243,0.4505,0.9387,0.6089
0.020350813063177278,0.4506,0.9387,0.6089
0.020394650227560856,0.4506,0.9387,0.6089
0.020457719608815414,0.4506,0.9387,0.6089
0.02045923763591664,0.4507,0.9387,0.609
0.020461008645300663,0.4507,0.9387,0.609
0.020463391266659813,0.4507,0.9387,0.609
0.02047265873079584,0.4507,0.9387,0.609
0.020474183777170873,0.4508,0.9387,0.6091
0.02048553907622948,0.4509,0.9387,0.6092
0.020491344363609908,0.4509,0.9387,0.6092
0.020492732518811015,0.451,0.9387,0.6093
0.020520598113857844,0.4511,0.9387,0.6094
0.020525941015375422,0.4512,0.9387,0.6095
0.020530128014183652,0.4514,0.9387,0.6096
0.020536718917524843,0.4514,0.9387,0.6096
0.020539078582643575,0.4519,0.9387,0.6101
0.02055222580275655,0.4521,0.9387,0.6103
0.02056356782170493,0.4522,0.9387,0.6104
0.020577868046610544,0.4522,0.9387,0.6104
0.020584799435392893,0.4523,0.9387,0.6105
0.02058631746249412,0.4524,0.9387,0.6105
0.020623872468197937,0.4524,0.9387,0.6105
0.020624736533429135,0.4524,0.9387,0.6106
0.020634665304621377,0.4524,0.9387,0.6106
0.02065963625627456,0.4525,0.9387,0.6107
0.020665041766723343,0.4526,0.9387,0.6107
0.020673626623689476,0.4526,0.9385,0.6107
0.020678577157092707,0.4526,0.9385,0.6107
0.020680095184193933,0.4526,0.9385,0.6107
0.020714220140698646,0.4526,0.9385,0.6107
0.020750952294775412,0.4528,0.9385,0.6109
0.02075114160879389,0.4529,0.9385,0.611
0.020778071299937473,0.453,0.9385,0.611
0.0207795893270387,0.453,0.9385,0.611
0.020792240879817066,0.453,0.9385,0.6111
0.020838862637672234,0.4532,0.9385,0.6112
0.020868722534674235,0.4532,0.9385,0.6112
0.02087068035759964,0.4532,0.9385,0.6112
0.020902246509419374,0.4534,0.9385,0.6114
0.020903904439325095,0.4535,0.9385,0.6115
0.020904986530694242,0.4536,0.9385,0.6116
0.020905797145099343,0.4536,0.9385,0.6116
0.020925916710705993,0.4537,0.9385,0.6116
0.020928964227721822,0.4537,0.9385,0.6117
0.020942544480228344,0.4538,0.9383,0.6117
0.02094422415931999,0.4538,0.9383,0.6117
0.020950904620860696,0.4538,0.9383,0.6117
0.021027301689314024,0.4538,0.9381,0.6117
0.02104422287713351,0.4538,0.938,0.6117
0.02108261226421011,0.4539,0.938,0.6117
0.021090787567227636,0.4545,0.938,0.6123
0.021092563354604875,0.4545,0.938,0.6124
0.021094262826744817,0.4546,0.938,0.6124
0.02110717931250963,0.4549,0.938,0.6127
0.021107536497307008,0.4549,0.938,0.6127
0.021115584568445138,0.455,0.938,0.6127
0.02116340202850563,0.455,0.938,0.6128
0.021170907787014755,0.455,0.938,0.6128
0.02119609385659116,0.4551,0.938,0.6128
0.02119610908165387,0.4551,0.938,0.6128
0.02120441683243462,0.4551,0.938,0.6129
0.02120710258956634,0.4551,0.938,0.6129
0.02123005854218409,0.4552,0.938,0.6129
0.021240169128112867,0.4552,0.938,0.6129
0.021241687155214094,0.4552,0.938,0.6129
0.021251840833048458,0.4552,0.938,0.6129
0.021253358860149684,0.4552,0.938,0.613
0.021298772091536074,0.4552,0.938,0.613
0.021299676694960128,0.4557,0.9378,0.6133
0.02130113175665481,0.4557,0.9378,0.6134
0.021309536034521338,0.4559,0.9378,0.6136
0.021321207739456925,0.456,0.9378,0.6136
0.02132768213546825,0.456,0.9378,0.6136
0.021351636360321058,0.4561,0.9375,0.6137
0.02146014010680329,0.4561,0.9375,0.6137
0.021479728030070457,0.4561,0.9375,0.6137
0.021506219391019373,0.4562,0.9375,0.6137
0.02151065311647796,0.4562,0.9375,0.6137
0.02151627119260236,0.4563,0.9375,0.6138
0.021546136811850962,0.4563,0.9375,0.6138
0.021562041089066585,0.4563,0.9375,0.6138
0.021627881602324754,0.4564,0.9375,0.6139
0.02163652000879007,0.4565,0.9375,0.614
0.021644042016683827,0.4565,0.9375,0.614
0.02165085474725543,0.4566,0.9375,0.6141
0.021652372774356658,0.4566,0.9375,0.6141
0.021655493715195515,0.4566,0.9375,0.6141
0.021661257086880152,0.4566,0.9375,0.6141
0.02167989588259613,0.4567,0.9375,0.6142
0.021720221653663895,0.4567,0.9375,0.6142
0.0217223023319129,0.4568,0.9375,0.6143
0.021724993999525793,0.4568,0.9375,0.6143
0.021746266484860218,0.4568,0.9375,0.6143
0.021768660726196095,0.4569,0.9375,0.6143
0.021790151211220136,0.4569,0.9375,0.6144
0.02179284287883303,0.4569,0.9375,0.6144
0.02180032386415141,0.4569,0.9375,0.6144
0.02182417717816463,0.4569,0.9372,0.6143
0.021845324107351252,0.457,0.9372,0.6144
0.021854254334505354,0.4571,0.9372,0.6145
0.021856801002990596,0.4571,0.9372,0.6145
0.02188232479176865,0.4571,0.9372,0.6145
0.021903724510519435,0.4572,0.9372,0.6146
0.022002515590135836,0.4573,0.9372,0.6146
0.022012406447682462,0.4573,0.9372,0.6147
0.02201493688021046,0.4573,0.9372,0.6147
0.02203537462690569,0.4574,0.9371,0.6147
0.022042283945518038,0.4574,0.9371,0.6147
0.022072385340024363,0.4574,0.9371,0.6147
0.022081949564165426,0.4574,0.9371,0.6148
0.022105331349369886,0.4575,0.9371,0.6148
0.0221214429625154,0.4575,0.9371,0.6148
0.022121673639804475,0.4575,0.9371,0.6149
0.022122828387274265,0.4576,0.9371,0.6149
0.022129123021889567,0.4577,0.9371,0.615
0.022135679618668355,0.4578,0.9371,0.6151
0.0221714429625154,0.4578,0.9371,0.6151
0.02218100718665647,0.4578,0.9371,0.6151
0.022187870256179403,0.4579,0.9371,0.6152
0.022203302381866536,0.4579,0.9371,0.6152
0.022203528497975595,0.4579,0.9371,0.6152
0.022262872218865484,0.4579,0.9371,0.6152
0.022283948697493557,0.4579,0.9371,0.6152
0.022306192259034095,0.4579,0.9371,0.6152
0.022356705550914593,0.458,0.9371,0.6153
0.022405828022208876,0.458,0.9371,0.6153
0.02255839161393079,0.458,0.9368,0.6153
0.022559198638224993,0.4582,0.9368,0.6154
0.022567385644699917,0.4582,0.9368,0.6154
0.022597823723103018,0.4583,0.9368,0.6155
0.022604779028789348,0.4583,0.9368,0.6155
0.022606685893496924,0.4584,0.9368,0.6156
0.022624386949961307,0.4585,0.9368,0.6156
0.022684678601780264,0.4585,0.9368,0.6156
0.02270613745265433,0.4585,0.9368,0.6157
0.022734262859891885,0.4585,0.9368,0.6157
0.022755776048699692,0.4586,0.9367,0.6157
0.022770411971267703,0.4586,0.9367,0.6157
0.02277171744562042,0.4586,0.9367,0.6157
0.022796597447678653,0.4586,0.9366,0.6157
0.02281427830114055,0.4587,0.9366,0.6158
0.022867306704672855,0.4587,0.9366,0.6158
0.022868374559558452,0.4588,0.9366,0.6159
0.022873196624379744,0.4588,0.9366,0.6159
0.022875105328789218,0.4588,0.9366,0.6159
0.022892663126088703,0.4588,0.9366,0.6159
0.022895022791207434,0.459,0.9366,0.6161
0.0229607247687067,0.459,0.9366,0.6161
0.022966623128513382,0.459,0.9366,0.6161
0.023004581971987095,0.4591,0.9366,0.6161
0.023006941637105822,0.4594,0.9366,0.6164
0.023011083177134215,0.4595,0.9366,0.6165
0.02301297132225763,0.4595,0.9366,0.6165
0.02307854197441177,0.4595,0.9366,0.6166
0.02311189461590333,0.4596,0.9366,0.6166
0.02318005854218409,0.4596,0.9365,0.6166
0.023204464364381283,0.4596,0.9365,0.6166
0.023213087403749628,0.4597,0.9365,0.6167
0.02325233620879092,0.4598,0.9365,0.6168
0.0232777177573876,0.4598,0.9365,0.6168
0.02329456942927282,0.46,0.9365,0.6169
0.02334873641998021,0.46,0.9365,0.617
0.023388307485622525,0.46,0.9365,0.617
0.023396402054239356,0.4601,0.9365,0.617
0.023418864649330507,0.4601,0.9365,0.617
0.023441413644120997,0.4602,0.9365,0.6171
0.023443887151115936,0.4602,0.9365,0.6171
0.023445405178217162,0.4602,0.9365,0.6172
0.023500679746589433,0.4603,0.9365,0.6172
0.023502553953581258,0.4603,0.9365,0.6172
0.023504913618699986,0.4604,0.9364,0.6173
0.023505424736699164,0.4605,0.9364,0.6174
0.02351438682182405,0.4606,0.9364,0.6174
0.023515904848925278,0.4606,0.9364,0.6175
0.023545578712822007,0.4606,0.9364,0.6175
0.023556019423984144,0.4606,0.9364,0.6175
0.023569830016992668,0.4606,0.9364,0.6175
0.023571179417297552,0.4607,0.9364,0.6175
0.02357651395600593,0.4607,0.9364,0.6176
0.023585546685990607,0.4607,0.9364,0.6176
0.023587064713091833,0.4608,0.9364,0.6176
0.023588930002659502,0.4608,0.9364,0.6176
0.023632851650215857,0.4608,0.9364,0.6177
0.023634369677317083,0.4609,0.9364,0.6177
0.023642339281464107,0.4609,0.9364,0.6177
0.023642947354241793,0.4609,0.9364,0.6178
0.023689644245689354,0.4609,0.9364,0.6178
0.02375052548807863,0.461,0.9364,0.6178
0.023771375020560186,0.461,0.9364,0.6179
0.023777930201450706,0.461,0.9364,0.6179
0.02379851532291579,0.4611,0.9361,0.6179
0.02379932758730548,0.4611,0.9361,0.6179
0.023800845614406707,0.4612,0.9361,0.6179
0.023845695316298335,0.4612,0.9361,0.6179
0.023855902727386635,0.4612,0.9361,0.618
0.02385612018277898,0.4612,0.9361,0.618
0.023881255119916487,0.4613,0.9361,0.618
0.02389384931036686,0.4613,0.9361,0.618
0.02397156861261789,0.4613,0.9361,0.6181
0.023991039380534315,0.4613,0.9361,0.6181
0.024017712772188542,0.4614,0.9361,0.6181
0.02401923079928977,0.4614,0.9361,0.6182
0.024034221347919764,0.4614,0.9361,0.6182
0.024047970963162985,0.4616,0.9361,0.6183
0.0240560395057255,0.4617,0.9361,0.6184
0.024067258724133345,0.4617,0.9361,0.6184
0.024074505367662043,0.4618,0.9361,0.6185
0.024080602735500525,0.4618,0.9361,0.6185
0.024088105145283114,0.4618,0.9361,0.6185
0.024093606294610152,0.4619,0.9361,0.6185
0.024135877303872795,0.462,0.9361,0.6187
0.0241378702561794,0.462,0.9361,0.6187
0.024151102406208637,0.4621,0.9361,0.6187
0.024175223222112897,0.4621,0.9361,0.6187
0.024176589787378577,0.4621,0.9361,0.6188
0.02420637697458091,0.4621,0.9361,0.6188
0.024214547446900592,0.4621,0.9361,0.6188
0.02421606547400182,0.4622,0.9361,0.6188
0.024217166330535344,0.4622,0.9361,0.6188
0.02422740288711429,0.4622,0.9361,0.6188
0.024242959767360236,0.4622,0.9361,0.6189
0.02425520386205196,0.4622,0.9361,0.6189
0.024256836139143423,0.4623,0.9361,0.6189
0.024271340042374096,0.4623,0.9361,0.6189
0.024271459494004347,0.4623,0.9361,0.619
0.024310478430424234,0.4623,0.9361,0.619
0.024363730090839857,0.4624,0.9361,0.619
0.024369383487597093,0.4624,0.9361,0.619
0.02442713402830806,0.4624,0.9361,0.619
0.024488204877620084,0.4624,0.9361,0.619
0.024503726061949498,0.4624,0.9361,0.6191
0.024511483118301303,0.4624,0.9361,0.6191
0.02451300114540253,0.4625,0.9361,0.6191
0.02453401724406776,0.4625,0.9361,0.6192
0.02456104317169006,0.4626,0.9361,0.6192
0.02458521993942675,0.4626,0.9361,0.6192
0.02458524084646882,0.4626,0.9356,0.6191
0.024596193244895138,0.4626,0.9356,0.6191
0.024616317740062333,0.4627,0.9356,0.6192
0.024624426300633887,0.4627,0.9356,0.6192
0.024626607769541606,0.4628,0.9356,0.6193
0.02462964830345801,0.4628,0.9356,0.6193
0.024707030438549486,0.4629,0.9356,0.6193
0.024708548465650716,0.463,0.9356,0.6195
0.024717579407507812,0.4631,0.9356,0.6195
0.02472738440708528,0.4631,0.9356,0.6195
0.024747384469485278,0.4631,0.9356,0.6195
0.02477942835657312,0.4631,0.9356,0.6196
0.024825004945781028,0.4631,0.9356,0.6196
0.024828230478813555,0.4634,0.9356,0.6198
0.024834702924945395,0.4634,0.9356,0.6198
0.024846442091976322,0.4634,0.9356,0.6198
0.024915313814774825,0.4634,0.9356,0.6198
0.024961899658736686,0.4634,0.9356,0.6199
0.02501717422710896,0.4635,0.9356,0.6199
0.02502907542962424,0.4635,0.9356,0.6199
0.02506725872413335,0.4635,0.9356,0.6199
0.0250807112858539,0.4635,0.9356,0.6199
0.025112830423874615,0.4636,0.9356,0.62
0.025172349516334423,0.4636,0.9356,0.62
0.025176597708720667,0.4636,0.9356,0.62
0.025186542581009955,0.4636,0.9356,0.62
0.025212253152766307,0.4636,0.9356,0.62
0.02523110520168537,0.4636,0.9356,0.62
0.025245316293817703,0.4637,0.9356,0.6201
0.02525198684654602,0.4637,0.9356,0.6201
0.025259789808213272,0.4637,0.9356,0.6201
0.02526742085479452,0.4638,0.9356,0.6201
0.025311171498046278,0.4638,0.9356,0.6202
0.0253130063604316,0.4638,0.9356,0.6202
0.025327024468168077,0.4638,0.9356,0.6202
0.025343297616622212,0.4638,0.9356,0.6202
0.025359428630669274,0.4639,0.9356,0.6202
0.025361263493054596,0.4639,0.9356,0.6202
0.02536494818595059,0.4639,0.9356,0.6202
0.02536895785837947,0.4639,0.9356,0.6203
0.025376728110011557,0.4639,0.9356,0.6203
0.02538638823554297,0.4639,0.9356,0.6203
0.02539762075168017,0.4639,0.9356,0.6203
0.025437577297534784,0.4641,0.9356,0.6204
0.02544569877907928,0.4641,0.9355,0.6204
0.025453487134960567,0.4641,0.9355,0.6204
0.02547497769792149,0.4641,0.9354,0.6204
0.025484225071212133,0.4641,0.9354,0.6204
0.025517386257527003,0.4641,0.9354,0.6204
0.025619950673695702,0.4641,0.9353,0.6204
0.025633842737657318,0.4642,0.9353,0.6204
0.02563746315302863,0.4642,0.9352,0.6204
0.02563760497341829,0.4642,0.9352,0.6204
0.025646362500375847,0.4643,0.9352,0.6205
0.025660078248963863,0.4643,0.9352,0.6205
0.02566927980995857,0.4643,0.9352,0.6205
0.025676656985489016,0.4643,0.9352,0.6205
0.025732237035239212,0.4643,0.9352,0.6205
0.025738905939916658,0.4643,0.9352,0.6206
0.02576692681392366,0.4644,0.9352,0.6206
0.02577214649094511,0.4644,0.9352,0.6206
0.025833249959712663,0.4644,0.935,0.6206
0.025862001325886945,0.4644,0.935,0.6206
0.02586510097580671,0.4644,0.935,0.6206
0.025881314049093294,0.4644,0.935,0.6206
0.025907761778861504,0.4644,0.935,0.6206
0.02594893035804619,0.4644,0.935,0.6206
0.02594950358378715,0.4644,0.935,0.6206
0.02595175402364389,0.4644,0.935,0.6206
0.025956820377064996,0.4644,0.935,0.6206
0.025982237035239213,0.4644,0.935,0.6206
0.025988396279607383,0.4644,0.9349,0.6206
0.025989573620528165,0.4644,0.9349,0.6206
0.02599738735612505,0.4644,0.9349,0.6206
0.026029498926932598,0.4646,0.9349,0.6207
0.02603286903398272,0.4646,0.9349,0.6207
0.02604110566584713,0.4646,0.9349,0.6207
0.026046227741175702,0.4646,0.9349,0.6207
0.026050978822014712,0.4648,0.9349,0.6209
0.026059771473109637,0.4648,0.9349,0.6209
0.026069828677939364,0.4648,0.9349,0.6209
0.02608190759747307,0.4648,0.9349,0.6209
0.026091958372336375,0.4649,0.9349,0.621
0.026100447935946795,0.4649,0.9349,0.621
0.026106201159220115,0.4649,0.9349,0.621
0.026113971410852203,0.4649,0.9349,0.621
0.026116921035513985,0.4649,0.9349,0.621
0.026139296286166794,0.4649,0.9349,0.621
0.026152736472239427,0.4649,0.9349,0.621
0.026154565191755505,0.4649,0.9349,0.621
0.026154571334624753,0.4649,0.9349,0.621
0.026168766117026128,0.4649,0.9349,0.621
0.02617006430125566,0.465,0.9349,0.6211
0.026171771505440578,0.465,0.9349,0.6211
0.026172606340031518,0.465,0.9349,0.6211
0.026179068606505217,0.465,0.9349,0.6211
0.026181266663711483,0.465,0.9349,0.6211
0.026183350384361103,0.465,0.9349,0.6211
0.026194345470466302,0.4651,0.9349,0.6211
0.02620023208345552,0.4651,0.9349,0.6211
0.026201616871771742,0.4651,0.9347,0.6211
0.026212220998762133,0.4651,0.9347,0.6211
0.026216442313151248,0.4651,0.9347,0.6211
0.026219416244805227,0.4651,0.9347,0.6211
0.026221329095600678,0.4651,0.9347,0.6211
0.026221468372052775,0.4652,0.9347,0.6212
0.026231105201685374,0.4652,0.9347,0.6212
0.026278285153026614,0.4652,0.9347,0.6212
0.02629928970594656,0.4652,0.9347,0.6212
0.026300935203942454,0.4653,0.9347,0.6213
0.0263058022216736,0.4653,0.9347,0.6213
0.026308705455574535,0.4653,0.9347,0.6214
0.026319951819693283,0.4653,0.9347,0.6214
0.02633121379482952,0.4654,0.9347,0.6214
0.026344253180239766,0.4654,0.9347,0.6214
0.026365981863993707,0.4654,0.9347,0.6214
0.02636889808865198,0.4654,0.9347,0.6214
0.02636987602451093,0.4654,0.9347,0.6214
0.026370269432997546,0.4654,0.9347,0.6214
0.026376698723407657,0.4655,0.9347,0.6214
0.026378899255196927,0.4655,0.9347,0.6214
0.026385692413196323,0.4655,0.9347,0.6214
0.02641028591876684,0.4656,0.9347,0.6215
0.026418365390074326,0.4656,0.9347,0.6216
0.026419644216592333,0.4656,0.9347,0.6216
0.02643267257059433,0.4656,0.9345,0.6216
0.02644191994388497,0.4656,0.9345,0.6216
0.02644431201265299,0.4656,0.9345,0.6216
0.02649488432600994,0.4656,0.9345,0.6216
0.026513896991879338,0.4656,0.9345,0.6216
0.026514273122383806,0.4656,0.9345,0.6216
0.026533730170788188,0.4656,0.9345,0.6216
0.02653631222807184,0.4656,0.9345,0.6216
0.02653771599884423,0.4657,0.9345,0.6216
0.02654447097367425,0.4657,0.9345,0.6216
0.026547838814535284,0.4657,0.9345,0.6216
0.026551808973853567,0.4657,0.9345,0.6216
0.02655581659953221,0.4657,0.9345,0.6216
0.02656158726358683,0.4657,0.9345,0.6216
0.026604858106424413,0.4657,0.9345,0.6216
0.026623513050949663,0.4657,0.9345,0.6217
0.02662859731678978,0.4657,0.9345,0.6217
0.026629611702944943,0.4657,0.9345,0.6217
0.026658489885841026,0.4657,0.9345,0.6217
0.02667127836961161,0.4657,0.9345,0.6217
0.026684868868802343,0.4659,0.9343,0.6217
0.026688794475714313,0.466,0.9343,0.6218
0.026705674362248234,0.466,0.9343,0.6218
0.026713350403410455,0.466,0.9343,0.6218
0.02674967051789251,0.466,0.9343,0.6218
0.026760856346277475,0.466,0.9343,0.6218
0.026798103278304862,0.466,0.9343,0.6218
0.026799665960912385,0.466,0.9343,0.6218
0.026831928091444683,0.466,0.9343,0.6219
0.026834910586029572,0.466,0.9343,0.6219
0.02685627017406453,0.466,0.9342,0.6219
0.026865483336968577,0.4661,0.9342,0.6219
0.02689101906218351,0.4661,0.9342,0.6219
0.026891706486555277,0.4661,0.9342,0.6219
0.026922747440969435,0.4661,0.9342,0.6219
0.026933801975242647,0.4661,0.9342,0.6219
0.0269411185395219,0.4661,0.9342,0.6219
0.026945739570213505,0.4661,0.9342,0.6219
0.026962512499674768,0.4661,0.9342,0.6219
0.026972556387349456,0.4661,0.9342,0.6219
0.026992663087838216,0.4662,0.9342,0.622
0.026996887404538636,0.4663,0.9342,0.6221
0.026998743346014053,0.4663,0.9342,0.6221
0.027004657656170716,0.4664,0.9341,0.6221
0.027006513597646133,0.4664,0.9341,0.6221
0.02701012883960864,0.4664,0.9341,0.6221
0.027013459068169123,0.4664,0.9341,0.6221
0.02701789909124072,0.4664,0.9341,0.6221
0.027021229319801204,0.4664,0.9341,0.6221
0.0270225635545057,0.4664,0.9341,0.6221
0.027023938915790087,0.4664,0.9341,0.6222
0.027046305443337432,0.4664,0.9341,0.6222
0.027083729780108038,0.4664,0.9341,0.6222
0.02708558572158345,0.4664,0.9341,0.6222
0.02708630494453657,0.4664,0.9341,0.6222
0.02708888747955145,0.4664,0.9341,0.6222
0.027090743421026863,0.4664,0.9341,0.6222
0.02709697121517804,0.4665,0.9341,0.6222
0.02709862331025647,0.4665,0.9341,0.6222
0.027100301443738522,0.4665,0.9341,0.6222
0.02710212891462145,0.4665,0.9341,0.6222
0.027105459143181937,0.4665,0.9341,0.6222
0.02711927222082071,0.4665,0.9341,0.6222
0.027121952244880156,0.4665,0.9341,0.6222
0.027152438695064285,0.4665,0.9341,0.6222
0.027164923824335496,0.4665,0.9341,0.6222
0.02717961693427528,0.4665,0.9341,0.6222
0.027180378984189547,0.4665,0.9341,0.6222
0.02720338005389043,0.4665,0.9341,0.6222
0.027217807557211662,0.4665,0.9341,0.6222
0.02721856960712593,0.4665,0.9341,0.6223
0.027242657588905737,0.4666,0.9341,0.6223
0.02726561218836335,0.4666,0.9341,0.6223
0.027268594682948247,0.4666,0.9341,0.6223
0.0272737305705432,0.4666,0.9341,0.6223
0.027290626874092828,0.4667,0.9338,0.6224
0.027291388924007093,0.4667,0.9338,0.6224
0.027315438965273373,0.4668,0.9338,0.6224
0.02733679362048036,0.4668,0.9338,0.6224
0.02738167477628858,0.4668,0.9338,0.6224
0.027425690308409086,0.4668,0.9338,0.6224
0.02744742943884387,0.4668,0.9338,0.6224
0.027448997476943012,0.4668,0.9338,0.6224
0.027456767728575096,0.4668,0.9338,0.6225
0.027463109160737926,0.4668,0.9338,0.6225
0.02750918347384642,0.4668,0.9338,0.6225
0.02753017589898679,0.4669,0.9338,0.6225
0.02754925857016397,0.4669,0.9338,0.6225
0.027564264689775676,0.4669,0.9338,0.6225
0.027568259298808316,0.4669,0.9338,0.6225
0.02761105301318691,0.4669,0.9338,0.6225
0.02764614188024128,0.4669,0.9338,0.6225
0.027655762113677138,0.4669,0.9338,0.6225
0.027667881010676063,0.4669,0.9338,0.6225
0.0276869371747657,0.4669,0.9338,0.6225
0.02772597445250004,0.4669,0.9338,0.6225
0.02778528229227255,0.4669,0.9338,0.6226
0.027826119220733022,0.4669,0.9338,0.6226
0.027861972215010217,0.467,0.9338,0.6226
0.027953627918290862,0.467,0.9338,0.6226
0.028027839914029053,0.467,0.9338,0.6226
0.02804636397138193,0.467,0.9338,0.6226
0.02805800837106801,0.467,0.9338,0.6226
0.028058770420982277,0.467,0.9338,0.6226
0.02807720756567307,0.467,0.9338,0.6226
0.028110512824517986,0.4671,0.9338,0.6227
0.028129694680592024,0.4671,0.9338,0.6227
0.02815803953718614,0.4671,0.9338,0.6227
0.02817117560814351,0.4672,0.9338,0.6227
0.028186984935271647,0.4672,0.9338,0.6228
0.02820787938312728,0.4672,0.9338,0.6228
0.028213542595985845,0.4672,0.9338,0.6228
0.028231085294144934,0.4673,0.9338,0.6228
0.028231847344059202,0.4673,0.9338,0.6229
0.028256047367685937,0.4673,0.9338,0.6229
0.02842960516599548,0.4673,0.9338,0.6229
0.028429786242912352,0.4673,0.9338,0.6229
0.02847432315757343,0.4673,0.9338,0.6229
0.028480634708683703,0.4673,0.9338,0.6229
0.028510891662591745,0.4674,0.9338,0.623
0.028516801055224916,0.4675,0.9338,0.623
0.028541987014896793,0.4677,0.9338,0.6232
0.0285627635403078,0.4677,0.9338,0.6232
0.028592802657265652,0.4678,0.9338,0.6233
0.028613644596949248,0.4678,0.9338,0.6233
0.02863044030798457,0.468,0.9338,0.6235
0.028631929823300532,0.468,0.9338,0.6235
0.02867795953266814,0.468,0.9338,0.6235
0.02868832393233646,0.4681,0.9338,0.6235
0.028702565111492658,0.4681,0.9338,0.6235
0.028734248901957887,0.4681,0.9338,0.6236
0.028735010951872156,0.4681,0.9338,0.6236
0.028881784712880616,0.4681,0.9338,0.6236
0.0290230142961875,0.4681,0.9336,0.6236
0.02905656374229014,0.4681,0.9336,0.6236
0.029063248920446604,0.4681,0.9336,0.6236
0.029064333993922227,0.4681,0.9336,0.6236
0.029083895605303636,0.4681,0.9336,0.6236
0.029169636926854307,0.4681,0.9335,0.6236
0.029170398976768572,0.4681,0.9335,0.6236
0.029171830955122803,0.4682,0.9335,0.6236
0.02928004018772948,0.4682,0.9335,0.6236
0.029291220050974065,0.4682,0.9335,0.6236
0.0293081669691471,0.4682,0.9335,0.6236
0.029308929019061368,0.4682,0.9335,0.6236
0.029313264485736103,0.4682,0.9335,0.6237
0.02931402653565037,0.4682,0.9335,0.6237
0.02931462351439678,0.4682,0.9335,0.6237
0.02931536650390591,0.4682,0.9335,0.6237
0.029328846479996274,0.4682,0.9335,0.6237
0.029378351568173963,0.4683,0.9335,0.6237
0.029380662027201257,0.4683,0.9335,0.6237
0.029395217162712615,0.4684,0.9335,0.6238
0.029402987414344696,0.4684,0.9335,0.6238
0.02941704546511645,0.4684,0.9335,0.6238
0.02944564775976977,0.4684,0.9335,0.6238
0.029452894471078184,0.4684,0.9335,0.6238
0.029488104212787695,0.4685,0.9335,0.6239
0.02948886626270196,0.4685,0.9335,0.6239
0.02951048437554528,0.4685,0.9335,0.6239
0.029533394004346156,0.4685,0.9335,0.6239
0.029554666996709715,0.4685,0.9335,0.6239
0.029561119851593032,0.4685,0.9335,0.6239
0.02956307953292296,0.4685,0.9335,0.6239
0.029563841582837227,0.4685,0.9335,0.6239
0.02956536650390591,0.4685,0.9335,0.6239
0.029623425492818052,0.4685,0.9335,0.6239
0.029631929823300526,0.4685,0.9335,0.6239
0.029633661403043802,0.4686,0.9335,0.6239
0.029657000712919483,0.4686,0.9335,0.6239
0.029663684323463762,0.4686,0.9335,0.624
0.029664770964551567,0.4686,0.9335,0.624
0.02968721105292509,0.4686,0.9335,0.624
0.02968792550975303,0.4686,0.9335,0.624
0.02972448463217393,0.4686,0.9335,0.624
0.029726019655256238,0.4686,0.9335,0.624
0.029733430793672213,0.4686,0.9335,0.624
0.029763020552461505,0.4686,0.9335,0.624
0.02976482665030552,0.4686,0.9335,0.624
0.02977039544917339,0.4687,0.9335,0.624
0.029772267925752147,0.4687,0.9335,0.624
0.029811119851593033,0.4687,0.9335,0.624
0.029889617562413703,0.4687,0.9335,0.6241
0.029901942060471837,0.4687,0.9335,0.6241
0.029963401294024448,0.4687,0.9335,0.6241
0.029977198255357804,0.4687,0.9335,0.6241
0.029979367860544646,0.4688,0.9335,0.6241
0.02999060090501597,0.4688,0.9335,0.6241
0.029991698242623512,0.4688,0.9335,0.6241
0.030021536034131675,0.4688,0.9335,0.6241
0.030073584459518937,0.4688,0.9335,0.6241
0.030081942149502904,0.4688,0.9335,0.6241
0.030092263391807667,0.4688,0.9335,0.6241
0.030158145022783873,0.4688,0.9335,0.6241
0.030167736331477287,0.4688,0.9335,0.6242
0.03017212993960197,0.4688,0.9335,0.6242
